scaling_factor,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,mean
0.3,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,0.05605095541401268,0.20248215168747682,0.19428571428571423,0.6854848312279975,0.690677966101695,0.0,0.0,0.261283088388128
0.4,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,0.8063694267515923,0.3215446903201879,0.5228571428571429,0.4941172011359939,0.00847457627118633,0.6781326781326782,0.0,0.4044993879241116
0.7000000000000001,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-stsb,0.03566878980891717,0.006066880949437508,0.9142857142857144,0.10913935153684584,0.0,0.0,0.6125400694939446,0.23967154372497992
0.3,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-sst2,0.8127388535031846,0.40344758313759427,0.22571428571428567,0.0,0.9364406779661018,0.785012285012285,0.0,0.4519076693333502
0.3,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.2789808917197452,0.37842169922116453,0.1542857142857143,0.0,0.8093220338983051,0.0,0.06866898137819492,0.2413827600718749
0.35,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.6917197452229299,0.26542604153789096,0.0,0.0,0.012711864406779553,0.7923832923832924,0.7972484747742308,0.36564134547501764
0.4,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.8509554140127388,0.5687700890097663,0.0,0.642128102535278,0.9872881355932203,0.8562653562653563,0.0,0.5579152996309086
0.45,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-stsb,0.23566878980891712,0.4004141426628755,0.0,0.2392095376150046,0.961864406779661,0.0,0.0,0.26245098240949405
0.55,glue-cola,glue-mnli,glue-qqp,glue-sst2,glue-stsb,0.5961783439490445,0.4208898658672271,0.0,0.24967495488566102,0.0,0.6855036855036856,0.8729913528688156,0.4036054575820619
0.6000000000000001,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.551592356687898,0.7462263567808134,0.0,0.0,0.6186440677966102,0.097051597051597,0.39977106193419937,0.34475506289301683
0.3,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.31974522292993623,0.0,0.3685714285714286,0.7146384936248262,0.08050847457627112,0.3353808353808354,0.0,0.2598349221547568
0.7000000000000001,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.7914285714285715,0.7116483744046386,0.004237288135593106,0.0,0.5501589950141851,0.29392474699756976
0.35,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.6420382165605095,0.0,0.5485714285714285,0.17865962340620656,0.0,0.5773955773955775,0.6603318969547927,0.37242810612693067
0.35,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.44585987261146487,0.0,0.2942857142857142,0.0,0.23305084745762705,0.32923832923832924,0.7389483754546606,0.29162616272111375
0.4,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.6751592356687898,0.0,0.0,0.6204497381889182,0.39406779661016944,0.6523341523341525,0.7619371931897061,0.44342115942739085
0.3,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.24646703857089874,0.28285714285714286,0.6735243543472472,0.7372881355932204,0.7579852579852581,0.0,0.38544598990768103
0.35,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.299552246878477,0.24571428571428572,0.5778405393012455,0.7838983050847458,0.0,0.0,0.2724293395683934
0.35,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.21992443441710965,0.2657142857142857,0.18912504067686298,0.06355932203389823,0.875921375921376,0.790492132271295,0.3435337987192611
0.35,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.45956623191989115,0.18285714285714286,0.0,0.864406779661017,0.37469287469287466,0.038122635687602095,0.2742350949740754
0.45,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.5308520830757819,0.0,0.3333982930509126,0.864406779661017,0.42137592137592145,0.0,0.30714758245194757
0.35,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.35714285714285715,0.6944551888885602,0.1652542372881356,0.14987714987714987,0.6693749747399771,0.29087205827666857
