scaling_factor,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,mean
0.3,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.7757961783439491,0.0591520892570157,0.0,0.0,0.012711864406779553,0.6904176904176904,0.0,0.21972540320363354
0.45,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.797452229299363,0.2548089998763753,0.0,0.0,0.30932203389830504,0.0,0.0,0.19451189472486335
0.3,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.8292993630573248,0.06976913091853135,0.0,0.0,0.0,0.7457002457002457,0.0,0.23496696281087168
0.35,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.7961783439490446,0.16987266658425024,0.0,0.0,0.025423728813559223,0.30221130221130216,0.0,0.1848122916511652
0.35,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.7605095541401273,0.16608086599085176,0.0,0.0,0.15677966101694912,0.6891891891891893,0.0,0.2532227529053025
0.3,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.8573248407643311,0.0,0.0,0.0,0.0,0.34275184275184273,0.0,0.17143952621659625
0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.37462989862776613,0.0,0.0,0.5423728813559322,0.5147420147420148,0.0,0.20453497067510187
