scaling_factor,dataset:0,dataset:1,dataset:2,dataset:3,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,mean
0.5,glue-cola,glue-qqp,glue-sst2,glue-stsb,0.6874400767018217,0.0,0.0,0.51375,0.0,0.7912844036697247,0.7722617103404763,0.3949623129588605
0.45,glue-cola,glue-rte,glue-sst2,glue-stsb,0.7075743048897412,0.0,0.0,0.0,0.0,0.5057339449541285,0.7747515555595798,0.2840085436290642
0.3,glue-mnli,glue-mrpc,glue-qqp,glue-rte,0.0,0.19375,0.2230392156862745,0.505625,0.5812274368231047,0.0,,0.21480595035848274
0.45,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,0.0,0.40125,0.625,0.486875,0.0144404332129963,0.8635321100917431,,0.34158536332924855
1.0,glue-mnli,glue-mrpc,glue-qqp,glue-stsb,0.0,0.010625,0.7328431372549019,0.0575,0.0,0.0,0.5734492608947125,0.19634534259280206
0.35,glue-mnli,glue-mrpc,glue-rte,glue-sst2,0.0,0.391875,0.1936274509803921,0.0,0.7833935018050542,0.8715596330275229,,0.32006508368756703
0.35,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.0,0.336875,0.1446078431372549,0.0,0.7509025270758123,0.0,0.0337062187048969,0.18087022698828056
0.45,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.0,0.385625,0.0073529411764705,0.0,0.003610108303249,0.7786697247706422,0.8044485017916163,0.28281518229171115
0.45,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.0,0.54625,0.0,0.620625,0.8267148014440433,0.8910550458715596,,0.4120921210450862
0.5,glue-mnli,glue-qqp,glue-rte,glue-stsb,0.0,0.350625,0.0,0.361875,0.7978339350180506,0.0,,0.2157619907168644
0.6000000000000001,glue-mnli,glue-qqp,glue-sst2,glue-stsb,0.0,0.4275,0.0,0.426875,0.0,0.8119266055045872,0.8409340657758203,0.35817652446862963
1.0,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.75125,0.0,0.0,0.516245487364621,0.0091743119266055,0.3161156087551259,0.22754077257805033
0.3,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.3137254901960784,0.5325,0.0541516245487364,0.4392201834862385,,0.19137104260443616
0.8500000000000001,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.6519607843137255,0.595625,0.0,0.0,0.5226248330742423,0.252887231055424
0.4,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.6936274509803921,0.2475,0.0,0.7190366972477065,0.6739327502652815,0.3334424140704829
0.35,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.2475490196078431,0.0,0.1335740072202166,0.5561926605504587,0.701873557981378,0.23416989219427092
0.45,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.604375,0.3321299638989169,0.6422018348623854,0.7475880951307038,0.33232784198457227
