scaling_factor,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,mean
0.3,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.1332694151486098,0.170625,0.2058823529411764,0.57625,0.6245487364620939,0.481651376146789,,0.31317526867123846
0.35,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.225,0.1642156862745098,0.394375,0.6389891696750902,0.0,,0.2032256937070857
0.3,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.3835091083413231,0.09625,0.1985294117647058,0.041875,0.0108303249097472,0.7522935779816514,0.6343379560829208,0.30251791129719263
0.3,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.3336529242569511,0.3375,0.1274509803921568,0.0,0.6498194945848376,0.3864678899082568,0.0900130772299662,0.2749863380531669
0.45,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3029721955896453,0.4025,0.0,0.110625,0.8158844765342961,0.356651376146789,0.0431105224179549,0.29024908152695506
0.65,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0028763183125599,0.0,0.6225490196078431,0.58,0.003610108303249,0.0,0.5074320581676983,0.2452096434844786
0.3,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.265,0.2205882352941176,0.319375,0.703971119133574,0.3084862385321101,,0.2596315132799717
