scaling_factor,dataset:0,dataset:1,dataset:2,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,mean
0.45,glue-cola,glue-mnli,glue-mrpc,0.8955414012738853,0.11527073803931265,0.0,0.0,0.0,0.12407862407862409,0.0,0.16212725191311742
0.5,glue-cola,glue-mnli,glue-qqp,0.8127388535031846,0.16608086599085176,0.0,0.01121294707570334,0.0,0.11425061425061417,0.0,0.1577547544029077
0.5,glue-cola,glue-mnli,glue-rte,0.8675159235668789,0.2502588391642972,0.0,0.0,0.39406779661016944,0.013513513513513441,0.0,0.21790801040783697
0.4,glue-cola,glue-mnli,glue-sst2,0.729936305732484,0.07356093151192977,0.0,0.0,0.0,0.9398034398034399,0.0,0.24904295386397912
0.75,glue-cola,glue-mnli,glue-stsb,0.9019108280254777,0.3223030504388676,0.0,0.0,0.0,0.0,0.5843533657886458,0.25836674917899877
0.65,glue-cola,glue-mrpc,glue-qqp,0.8611464968152867,0.0,0.0,0.7011829571339823,0.0,0.0,0.0,0.2231899219927527
0.55,glue-cola,glue-mrpc,glue-rte,0.913375796178344,0.0,0.0,0.0,0.1864406779661017,0.0,0.0,0.15711663916349222
0.35,glue-cola,glue-mrpc,glue-sst2,0.8445859872611465,0.0,0.0,0.0,0.0,0.875921375921376,0.0,0.24578676616893178
0.7000000000000001,glue-cola,glue-mrpc,glue-stsb,0.9171974522292993,0.0,0.0,0.0,0.0,0.0,0.3789355158217681,0.18516185257872392
0.6000000000000001,glue-cola,glue-qqp,glue-rte,0.9006369426751593,0.0,0.0,0.7475298050468894,0.5508474576271186,0.0,0.0,0.31414488647845246
0.4,glue-cola,glue-qqp,glue-sst2,0.8636942675159236,0.0,0.0,0.0,0.0,0.8562653562653563,0.0,0.24570851768303997
0.7000000000000001,glue-cola,glue-qqp,glue-stsb,0.9031847133757962,0.0,0.0,0.21603611365855102,0.0,0.0012285012285011344,0.33584515590138025,0.20804206916631834
0.4,glue-cola,glue-rte,glue-sst2,0.8675159235668789,0.0,0.0,0.0,0.0,0.8845208845208846,0.0,0.2502909725839662
0.65,glue-cola,glue-rte,glue-stsb,0.9171974522292993,0.0,0.0,0.0,0.06355932203389823,0.0,0.7009822466654894,0.24024843156124098
0.5,glue-cola,glue-sst2,glue-stsb,0.9006369426751593,0.0,0.0,0.0,0.0,0.9017199017199018,0.05915789892172954,0.2659306776166844
0.9,glue-mnli,glue-mrpc,glue-qqp,0.0,0.37690497898380515,0.6171428571428572,0.8297580836020472,0.00847457627118633,0.020884520884520887,0.0,0.2647378595549167
0.65,glue-mnli,glue-mrpc,glue-rte,0.0,0.4603245920385709,0.0,0.0,0.7923728813559322,0.0,0.0,0.17895678191350045
0.65,glue-mnli,glue-mrpc,glue-sst2,0.0,0.3541541754234145,0.0,0.0,0.0,0.9643734643734645,0.0,0.18836109139955415
0.7000000000000001,glue-mnli,glue-mrpc,glue-stsb,0.0,0.3837302200519223,0.0,0.0,0.0,0.0,0.4003525718988623,0.11201182742154067
0.6000000000000001,glue-mnli,glue-qqp,glue-rte,0.0,0.3541541754234145,0.0,0.7168810830399669,0.7076271186440678,0.0,0.0,0.25409462530106414
0.9,glue-mnli,glue-qqp,glue-sst2,0.0,0.36628793732228954,0.0,0.33115570363577196,0.0,0.961916461916462,0.0,0.23705144326778907
0.7000000000000001,glue-mnli,glue-qqp,glue-stsb,0.0,0.4390905087155396,0.0,0.22276388190397303,0.021186440677966,0.0,0.4958794150671602,0.16841717805209128
0.6000000000000001,glue-mnli,glue-rte,glue-sst2,0.0,0.36401285696625046,0.0,0.0,0.4279661016949152,0.9631449631449633,0.0,0.250731988829447
0.95,glue-mnli,glue-rte,glue-stsb,0.0,0.5414691247372976,0.0,0.0,0.6186440677966102,0.0,0.0,0.16573045607627254
0.7000000000000001,glue-mnli,glue-sst2,glue-stsb,0.0,0.3397453331685005,0.0,0.0,0.0,0.8894348894348896,0.4203067127965504,0.2356409907714201
0.8,glue-mrpc,glue-qqp,glue-rte,0.0,0.0,0.0,0.7721982886134366,0.559322033898305,0.0,0.0,0.1902171889302488
1.0,glue-mrpc,glue-qqp,glue-sst2,0.001273885350318461,0.03033440474718754,0.33142857142857135,0.7819161760790463,0.0,0.9422604422604424,0.0,0.2981733542665094
1.0,glue-mrpc,glue-qqp,glue-stsb,0.0,0.0,0.602857142857143,0.777430997248765,0.0,0.0,0.19711126904234688,0.22534277273546496
0.8500000000000001,glue-mrpc,glue-rte,glue-sst2,0.001273885350318461,0.0022750803560390655,0.017142857142857054,0.0,0.5677966101694915,0.9594594594594597,0.0,0.22113541321116653
0.65,glue-mrpc,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.05932203389830501,0.0,0.602639947373243,0.09456599732450686
0.8,glue-mrpc,glue-sst2,glue-stsb,0.0,0.0007583601186796885,0.00857142857142847,0.0,0.0,0.9410319410319411,0.34566438133562044,0.1851465872939528
0.65,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.7333267387509985,0.5550847457627118,0.9533169533169534,0.0,0.32024691969009483
0.65,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.729589089725764,0.8008474576271187,0.0,0.5205734483066469,0.29300142795136136
0.75,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.09717887465609562,0.0,0.9545454545454546,0.37154969444614955,0.20332486052109996
1.0,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.05508474576271178,0.9127764127764129,0.6543434722191797,0.23174351867975776
