scaling_factor,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.45,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.03547459252157239,0.29375,0.08088235294117647,0.0,0.7148014440433214,0.0,
0.5,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.023969319271332695,0.284375,0.0661764705882353,0.0,0.631768953068592,0.0,0.04311052241795495
0.55,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.02205177372962608,0.2725,0.056372549019607844,0.0,0.6028880866425993,0.0,0.0814661070657996
0.6000000000000001,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.013422818791946308,0.26125,0.04656862745098039,0.0,0.555956678700361,0.0,0.14092862727986527
0.65,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.007670182166826462,0.255625,0.041666666666666664,0.0,0.5415162454873647,0.0,0.1728433479458331
0.7000000000000001,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.004793863854266539,0.25375,0.03431372549019608,0.0,0.5234657039711191,0.0,0.2171226515362111
0.75,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.0009587727708533077,0.249375,0.031862745098039214,0.0,0.5090252707581228,0.0,0.23928549995022827
0.8,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.0,0.248125,0.02696078431372549,0.0,0.5090252707581228,0.0,0.22283303093008092
0.8500000000000001,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.0,0.25125,0.02696078431372549,0.0,0.49097472924187724,0.0,0.22903123701228148
0.9,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.0,0.254375,0.02696078431372549,0.0,0.5018050541516246,0.0,0.21850338280570195
0.9500000000000001,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.0,0.25875,0.0196078431372549,0.0,0.48736462093862815,0.0,0.2137509056020198
1.0,glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-stsb,0.0,0.269375,0.014705882352941176,0.0,0.49097472924187724,0.0,0.18531834667463043
0.0,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.010321100917431193,
0.15000000000000002,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.0977948226270374,0.0,0.0,0.0,0.0,0.37844036697247707,
0.2,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.4563758389261745,0.0,0.0,0.0,0.0,0.7740825688073395,0.10533373036984871
0.25,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.551294343240652,0.028125,0.0,0.0,0.0,0.8268348623853211,0.48243264451557843
0.30000000000000004,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.5311601150527325,0.119375,0.0,0.0,0.007220216606498195,0.8038990825688074,0.6722666424363595
0.35000000000000003,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.5206136145733461,0.21875,0.0,0.0,0.010830324909747292,0.7396788990825688,0.7211788261587447
0.4,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.5023969319271333,0.265,0.004901960784313725,0.0,0.0,0.6376146788990825,0.7521135952357687
0.45,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.49856184084372,0.2775,0.004901960784313725,0.0,0.0,0.5103211009174312,0.756986669500155
0.5,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.4928092042186002,0.290625,0.012254901960784314,0.0,0.0,0.3876146788990826,0.7666973258551653
0.55,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.48609779482262705,0.300625,0.014705882352941176,0.0,0.0,0.28325688073394495,0.7555480481701227
0.6000000000000001,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.47746883988494726,0.31625,0.0392156862745098,0.0,0.0,0.1811926605504587,0.7369151410459096
0.65,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.4573346116970278,0.323125,0.058823529411764705,0.0,0.0,0.12958715596330275,0.7082105627882554
0.7000000000000001,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.4439117929050815,0.326875,0.09803921568627451,0.0,0.0,0.0768348623853211,0.6976223108446918
0.75,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.436241610738255,0.339375,0.14215686274509803,0.0,0.0,0.04472477064220184,0.685797974778999
0.8,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.4324065196548418,0.341875,0.19117647058823528,0.0,0.0,0.02522935779816514,0.6688105190548436
0.8500000000000001,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.4343240651965484,0.344375,0.2549019607843137,0.0,0.0,0.006880733944954129,0.6396023328518305
0.9,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.43528283796740175,0.33375,0.3161764705882353,0.0,0.0,0.0022935779816513763,0.6024320573101487
0.9500000000000001,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.43528283796740175,0.325,0.42892156862745096,0.0,0.0,0.0011467889908256881,0.5786484128342125
1.0,glue-cola,glue-mnli,glue-mrpc,glue-sst2,glue-stsb,0.4467881112176414,0.31,0.5318627450980392,0.0,0.0,0.0,0.5478543782719228
0.0,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0022935779816513763,
0.15000000000000002,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.06903163950143816,0.0,0.0,0.0,0.007220216606498195,0.2855504587155963,
0.2,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.5148609779482263,0.0,0.0,0.0,0.2924187725631769,0.8142201834862385,
0.25,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.6241610738255033,0.08375,0.0,0.003125,0.5126353790613718,0.8922018348623854,
0.30000000000000004,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.6471716203259827,0.35125,0.0,0.2725,0.6353790613718412,0.8841743119266054,
0.35000000000000003,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.6490891658676894,0.4325,0.0,0.526875,0.7978339350180506,0.8532110091743119,
0.4,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.6404602109300096,0.46875,0.0,0.536875,0.8411552346570397,0.7993119266055045,
0.45,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.6241610738255033,0.485625,0.0,0.51375,0.8339350180505415,0.7236238532110092,
0.5,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.5963566634707574,0.4875,0.0,0.493125,0.8050541516245487,0.6284403669724771,
0.55,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.5436241610738255,0.46625,0.0,0.470625,0.7978339350180506,0.5401376146788991,
0.6000000000000001,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.4947267497603068,0.448125,0.0,0.4525,0.7653429602888087,0.42660550458715596,
0.65,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.42857142857142855,0.42125,0.0,0.434375,0.7256317689530686,0.3474770642201835,
0.7000000000000001,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.35570469798657717,0.391875,0.0,0.41375,0.6895306859205776,0.2672018348623853,
0.75,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.31064237775647174,0.35875,0.0,0.395625,0.6353790613718412,0.20642201834862386,
0.8,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.24352828379674019,0.334375,0.0,0.374375,0.5848375451263538,0.15711009174311927,
0.8500000000000001,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,0.18983700862895495,0.308125,0.0,0.33875,0.5595667870036101,0.11353211009174312,
