scaling_factor,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.35000000000000003,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.5723873441994247,0.136875,0.0,0.0,0.13357400722021662,0.643348623853211,
0.4,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.436241610738255,0.211875,0.0,0.0,0.07942238267148015,0.5160550458715596,
0.45,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3547459252157239,0.23625,0.0,0.0,0.036101083032490974,0.3463302752293578,
0.5,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3144774688398849,0.2425,0.0,0.0,0.0,0.17660550458715596,
0.55,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.31639501438159157,0.248125,0.0,0.0,0.0,0.08830275229357798,
0.6000000000000001,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.31064237775647174,0.25625,0.0,0.0,0.0,0.04357798165137615,
0.65,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3096836049856184,0.258125,0.0,0.0,0.0,0.021788990825688075,
0.7000000000000001,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.26125,0.0,0.0,0.0,0.010321100917431193,
0.75,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.2525,0.0,0.0,0.0,0.009174311926605505,
0.8,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.241875,0.0,0.0,0.0,0.0034403669724770644,
0.8500000000000001,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.22875,0.0,0.0,0.0,0.0,
0.9,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.214375,0.0,0.0,0.007220216606498195,0.0,
0.9500000000000001,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3058485139022052,0.186875,0.0,0.0,0.007220216606498195,0.0,
1.0,glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.30201342281879195,0.16,0.0,0.0,0.0,0.0,
0.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0011467889908256881,
0.2,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.052732502396931925,0.0,0.0,0.0,0.0,0.07568807339449542,
0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.42665388302972196,0.0,0.0,0.0,0.0,0.30045871559633025,
0.30000000000000004,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.6452540747842761,0.0,0.0,0.0,0.0,0.31995412844036697,
0.35000000000000003,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.6567593480345159,0.0,0.0,0.0,0.0,0.12614678899082568,
0.4,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.6069031639501438,0.0,0.0,0.0,0.0,0.021788990825688075,
0.45,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.49089165867689355,0.0,0.0,0.0,0.0,0.0034403669724770644,
0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3796740172579099,0.0,0.0,0.001875,0.0,0.0,
0.55,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3221476510067114,0.00125,0.0,0.00125,0.0,0.0,
0.6000000000000001,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.31639501438159157,0.000625,0.0,0.0,0.0,0.0,
0.65,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.31255992329817833,0.0,0.0,0.000625,0.0,0.0,
0.7000000000000001,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.000625,0.0,0.0,0.0,0.0,
0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.0,0.0,0.0,0.0,0.0,
0.8,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.0,0.0,0.0,0.0,0.0,
0.8500000000000001,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.0,0.0,0.0,0.0,0.0,0.015046885940892861
0.9,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3087248322147651,0.0,0.0,0.0,0.0,0.0,
0.9500000000000001,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3077660594439118,0.0,0.0,0.0,0.0,0.0,
1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.30488974113135187,0.0,0.0,0.0,0.0,0.0,
0.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.011467889908256881,
0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0025,0.0,0.0,0.01444043321299639,0.06192660550458716,
0.30000000000000004,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.045,0.0,0.0,0.07942238267148015,0.11009174311926606,
0.35000000000000003,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.16625,0.0,0.0,0.16967509025270758,0.17545871559633028,
0.4,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.261875,0.0,0.0,0.3249097472924188,0.24426605504587157,
0.45,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.305,0.0,0.0,0.4368231046931408,0.3555045871559633,
0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.30875,0.0,0.0,0.4620938628158845,0.4805045871559633,
0.55,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.305625,0.0,0.0,0.4223826714801444,0.5194954128440367,
0.6000000000000001,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.30625,0.0,0.0,0.3249097472924188,0.4415137614678899,
0.65,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.30625,0.0,0.0,0.21660649819494585,0.3256880733944954,
0.7000000000000001,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.30625,0.0,0.0,0.15162454873646208,0.22247706422018348,
0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.30625,0.0,0.0,0.10108303249097472,0.15825688073394495,
0.8,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.30375,0.0,0.0,0.08303249097472924,0.11238532110091744,
0.8500000000000001,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.3025,0.0,0.0,0.07220216606498195,0.07339449541284404,
0.9,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.301875,0.0,0.0,0.07942238267148015,0.05504587155963303,
0.9500000000000001,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.29875,0.0,0.0,0.07942238267148015,0.04128440366972477,-0.009792417834549323
1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.295,0.0,0.0,0.08303249097472924,0.027522935779816515,
