scaling_factor,k,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb
1.0,0.25,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.5,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.06040268456375839,0.0,0.0,0.0,0.032490974729241874,0.1158256880733945,
1.0,0.5,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.29338446788111217,0.371875,0.0,0.0,0.5270758122743683,0.4369266055045872,
0.0,0.75,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.028763183125599234,0.0,0.0,0.0,0.13357400722021662,0.03096330275229358,
1.0,0.75,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.30488974113135187,0.26125,0.0,0.0,0.5270758122743683,0.16743119266055045,
0.0,1.0,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.0009587727708533077,0.0,0.0,0.0,0.0,0.0045871559633027525,
1.0,1.0,glue-cola,glue-mnli,glue-rte,glue-sst2,glue-stsb,0.2694151486097795,0.038125,0.0,0.0,0.51985559566787,0.10091743119266056,
0.0,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.006880733944954129,
0.0,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.07094918504314478,0.0,0.0,0.0,0.0,0.3956422018348624,
1.0,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.10546500479386385,0.0,0.23774509803921567,0.1475,0.0,0.43577981651376146,
0.0,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.01725790987535954,0.0,0.0,0.0,0.0,0.18807339449541285,
1.0,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.04410354745925216,0.0,0.03431372549019608,0.178125,0.0036101083032490976,0.2603211009174312,
0.0,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.028669724770642203,
1.0,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.04122722914669223,0.0,0.0,0.0,0.0,0.2809633027522936,
0.0,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.2622549019607843,0.213125,0.0,0.0,0.1712388652025702
0.0,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.75,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.031862745098039214,0.10375,0.0,0.0,
0.0,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.004901960784313725,0.000625,0.0,0.0,
0.0,0.25,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.25,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.01834862385321101,
0.0,0.5,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.016299137104506232,0.0,0.0,0.0,0.0,0.5091743119266054,
1.0,0.5,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.1975071907957814,0.0,0.0392156862745098,0.0,0.0,0.7247706422018348,0.18467575353062812
0.0,0.75,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0019175455417066154,0.0,0.0,0.0,0.0,0.3038990825688073,
1.0,0.75,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.12655800575263662,0.0,0.029411764705882353,0.0,0.0,0.6823394495412844,0.09136269435432595
0.0,1.0,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.06995412844036697,
1.0,1.0,glue-cola,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.11505273250239693,0.0,0.0,0.0,0.0,0.7660550458715596,
0.0,0.25,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.25,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.5,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.05560882070949185,0.0,0.0,0.0,0.0,0.24197247706422018,
1.0,0.5,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.26270373921380635,0.0,0.09313725490196079,0.0,0.0,0.5768348623853211,0.48066317684048787
0.0,0.75,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.00862895493767977,0.0,0.0,0.0,0.0,0.07224770642201835,
1.0,0.75,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.137104506232023,0.0,0.01715686274509804,0.0,0.0,0.411697247706422,0.1542623200639694
0.0,1.0,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.005733944954128441,
1.0,1.0,glue-cola,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.087248322147651,0.0,0.0,0.0,0.0,0.33142201834862384,0.0411239787800254
0.0,0.25,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.25,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0011467889908256881,
0.0,0.5,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.00862895493767977,0.0,0.0,0.0,0.0,0.23738532110091742,
1.0,0.5,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.3720038350910834,0.0,0.0,0.0,0.0,0.7981651376146789,0.3353071038039922
0.0,0.75,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0009587727708533077,0.0,0.0,0.0,0.0,0.08142201834862385,
1.0,0.75,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.2962607861936721,0.0,0.0,0.0,0.0,0.5997706422018348,0.05607068234767753
0.0,1.0,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.006880733944954129,
1.0,1.0,glue-cola,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.1476510067114094,0.0,0.0,0.0,0.0,0.4048165137614679,
0.0,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0022935779816513763,
0.0,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.286697247706422,
1.0,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0325,0.17401960784313725,0.00625,0.1407942238267148,0.5951834862385321,
0.0,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.007220216606498195,0.11926605504587157,
1.0,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.044375,0.02696078431372549,0.000625,0.4404332129963899,0.4048165137614679,
0.0,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.005733944954128441,
1.0,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.0,0.00125,0.0024509803921568627,0.0,0.20577617328519857,0.4908256880733945,
0.0,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.14875,0.16176470588235295,0.009375,0.17328519855595667,0.0,
0.0,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.036101083032490974,0.0,
1.0,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.19,0.04411764705882353,0.000625,0.4043321299638989,0.0,
0.0,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.0,0.075625,0.0024509803921568627,0.0,0.3212996389891697,0.0,
0.0,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.25,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.006880733944954129,
0.0,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.2763761467889908,
1.0,0.5,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.050625,0.06372549019607843,0.000625,0.0,0.7362385321100917,0.40162589883480393
0.0,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.14220183486238533,
1.0,0.75,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.04125,0.04411764705882353,0.0175,0.0,0.7224770642201835,0.1123302084119643
0.0,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.011467889908256881,
1.0,1.0,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.0,0.008125,0.0,0.0,0.0,0.6788990825688074,
0.0,0.25,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.25,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.5,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.5,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.5,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.021660649819494584,0.04931192660550459,
1.0,0.5,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.34875,0.022058823529411766,0.0,0.516245487364621,0.1536697247706422,
0.0,0.75,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,0.75,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.1299638989169675,0.01261467889908257,
1.0,0.75,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.268125,0.00980392156862745,0.0,0.51985559566787,0.12155963302752294,
0.0,1.0,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.75,1.0,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.010830324909747292,0.0011467889908256881,
1.0,1.0,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.0,0.065,0.0,0.0,0.5126353790613718,0.06651376146788991,
