scaling_factor,k,dataset:0,dataset:1,dataset:2,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.0,0.25,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.25,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,0.25,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.30000000000000004,0.25,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.25,glue-cola,glue-mnli,glue-mrpc,0.11217641418983701,0.0,0.0,0.0,0.0,0.0022935779816513763,
0.5,0.25,glue-cola,glue-mnli,glue-mrpc,0.5052732502396932,0.0125,0.007352941176470588,0.0,0.0,0.04128440366972477,
0.6000000000000001,0.25,glue-cola,glue-mnli,glue-mrpc,0.6596356663470757,0.08375,0.29901960784313725,0.0,0.0,0.07224770642201835,
0.7000000000000001,0.25,glue-cola,glue-mnli,glue-mrpc,0.6874400767018217,0.265,0.5269607843137255,0.0,0.0036101083032490976,0.014908256880733946,
0.8,0.25,glue-cola,glue-mnli,glue-mrpc,0.700862895493768,0.53125,0.6151960784313726,0.0,0.06498194945848375,0.0,
0.9,0.25,glue-cola,glue-mnli,glue-mrpc,0.6931927133269415,0.65375,0.7696078431372549,0.0,0.061371841155234655,0.0,
1.0,0.25,glue-cola,glue-mnli,glue-mrpc,0.6855225311601151,0.68125,0.8186274509803921,0.0,0.021660649819494584,0.0,
0.0,0.5,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.5,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,0.5,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.30000000000000004,0.5,glue-cola,glue-mnli,glue-mrpc,0.0009587727708533077,0.0,0.0,0.0,0.0,0.0,
0.4,0.5,glue-cola,glue-mnli,glue-mrpc,0.13806327900287632,0.0,0.0,0.0,0.0,0.0022935779816513763,
0.5,0.5,glue-cola,glue-mnli,glue-mrpc,0.5417066155321189,0.010625,0.01715686274509804,0.0,0.007220216606498195,0.051605504587155966,
0.6000000000000001,0.5,glue-cola,glue-mnli,glue-mrpc,0.6615532118887824,0.205625,0.3161764705882353,0.0,0.12274368231046931,0.0768348623853211,
0.7000000000000001,0.5,glue-cola,glue-mnli,glue-mrpc,0.6989453499520614,0.470625,0.6397058823529411,0.0,0.23465703971119134,0.014908256880733946,
0.8,0.5,glue-cola,glue-mnli,glue-mrpc,0.7066155321188878,0.581875,0.7377450980392157,0.0,0.18772563176895307,0.0,
0.9,0.5,glue-cola,glue-mnli,glue-mrpc,0.7123681687440077,0.63875,0.7818627450980392,0.0,0.10830324909747292,0.0,
1.0,0.5,glue-cola,glue-mnli,glue-mrpc,0.6999041227229147,0.66875,0.7990196078431373,0.0,0.06498194945848375,0.0,
0.0,0.75,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,0.75,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,0.75,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.30000000000000004,0.75,glue-cola,glue-mnli,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.4,0.75,glue-cola,glue-mnli,glue-mrpc,0.04697986577181208,0.0,0.0,0.0,0.0,0.0022935779816513763,
0.5,0.75,glue-cola,glue-mnli,glue-mrpc,0.37392138063279,0.001875,0.0,0.0,0.0036101083032490976,0.0194954128440367,
