scaling_factor,dataset:0,dataset:1,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.0,glue-cola,glue-mnli,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mnli,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mnli,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-mnli,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-mnli,0.04218600191754554,0.0,0.0,0.0,0.0,0.0,
0.25,glue-cola,glue-mnli,0.3854266538830297,0.0,0.0,0.0,0.0,0.0011467889908256881,
0.30000000000000004,glue-cola,glue-mnli,0.6452540747842761,0.018125,0.0,0.0,0.0,0.009174311926605505,
0.35000000000000003,glue-cola,glue-mnli,0.6864813039309684,0.121875,0.0,0.0,0.0,0.0389908256880734,
0.4,glue-cola,glue-mnli,0.6951102588686481,0.418125,0.0,0.0,0.032490974729241874,0.03096330275229358,
0.45,glue-cola,glue-mnli,0.6989453499520614,0.59375,0.0,0.0,0.19494584837545126,0.01834862385321101,
0.5,glue-cola,glue-mnli,0.7046979865771812,0.6575,0.0,0.0,0.2851985559566787,0.0022935779816513763,
0.55,glue-cola,glue-mnli,0.7085330776605945,0.700625,0.0,0.0,0.2563176895306859,0.0,
0.6000000000000001,glue-cola,glue-mnli,0.7171620325982742,0.7325,0.0,0.0,0.24548736462093862,0.0,
0.65,glue-cola,glue-mnli,0.725790987535954,0.746875,0.0,0.0,0.22382671480144403,0.0,
0.7000000000000001,glue-cola,glue-mnli,0.7315436241610739,0.77125,0.0,0.0,0.20577617328519857,0.0,
0.75,glue-cola,glue-mnli,0.7286673058485139,0.7775,0.0,0.0,0.18772563176895307,0.0,
0.8,glue-cola,glue-mnli,0.7334611697027804,0.783125,0.0,0.0,0.18411552346570398,0.0,
0.8500000000000001,glue-cola,glue-mnli,0.7296260786193672,0.79,0.0,0.0,0.16606498194945848,0.0,
0.9,glue-cola,glue-mnli,0.7401725790987536,0.79625,0.0,0.0,0.15162454873646208,0.0,
0.9500000000000001,glue-cola,glue-mnli,0.7411313518696069,0.79875,0.0,0.0,0.12274368231046931,0.0,
1.0,glue-cola,glue-mnli,0.7459252157238735,0.79375,0.0,0.0,0.10469314079422383,0.0,
0.0,glue-cola,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-mrpc,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-mrpc,0.061361457334611694,0.0,0.0,0.0,0.0,0.0,
0.25,glue-cola,glue-mrpc,0.411313518696069,0.0,0.0,0.0,0.0,0.0034403669724770644,
0.30000000000000004,glue-cola,glue-mrpc,0.6471716203259827,0.0,0.056372549019607844,0.0,0.0,0.0045871559633027525,
0.35000000000000003,glue-cola,glue-mrpc,0.6720997123681688,0.0,0.3161764705882353,0.0,0.0,0.0045871559633027525,
0.4,glue-cola,glue-mrpc,0.6893576222435283,0.0,0.46078431372549017,0.0,0.0,0.0011467889908256881,
0.45,glue-cola,glue-mrpc,0.7037392138063279,0.0,0.5906862745098039,0.0,0.0,0.0,
0.5,glue-cola,glue-mrpc,0.713326941514861,0.0,0.6666666666666666,0.0,0.0,0.0,
0.55,glue-cola,glue-mrpc,0.725790987535954,0.0,0.7132352941176471,0.0,0.0,0.0,
0.6000000000000001,glue-cola,glue-mrpc,0.7286673058485139,0.0,0.7524509803921569,0.0,0.0,0.0,
0.65,glue-cola,glue-mrpc,0.738255033557047,0.0,0.7647058823529411,0.0,0.0,0.0,
0.7000000000000001,glue-cola,glue-mrpc,0.7468839884947267,0.0,0.7843137254901961,0.0,0.0,0.0,
0.75,glue-cola,glue-mrpc,0.7449664429530202,0.0,0.7867647058823529,0.0,0.0,0.0,
0.8,glue-cola,glue-mrpc,0.7459252157238735,0.0,0.7843137254901961,0.0,0.0,0.0,
0.8500000000000001,glue-cola,glue-mrpc,0.7440076701821668,0.0,0.7892156862745098,0.0,0.0,0.0,
0.9,glue-cola,glue-mrpc,0.75071907957814,0.0,0.7965686274509803,0.0,0.0,0.0,
0.9500000000000001,glue-cola,glue-mrpc,0.7526366251198466,0.0,0.7941176470588235,0.0,0.0,0.0,
1.0,glue-cola,glue-mrpc,0.7583892617449665,0.0,0.7941176470588235,0.0,0.0,0.0,
0.0,glue-cola,glue-qqp,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-qqp,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-qqp,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-qqp,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-qqp,0.016299137104506232,0.0,0.0,0.0,0.0,0.0,
0.25,glue-cola,glue-qqp,0.17737296260786195,0.0,0.0,0.0,0.0,0.0,
0.30000000000000004,glue-cola,glue-qqp,0.5033557046979866,0.0,0.0,0.019375,0.0,0.0,
0.35000000000000003,glue-cola,glue-qqp,0.6644295302013423,0.0,0.0,0.353125,0.0,0.0022935779816513763,
0.4,glue-cola,glue-qqp,0.6912751677852349,0.0,0.0,0.56125,0.0,0.0022935779816513763,
0.45,glue-cola,glue-qqp,0.6989453499520614,0.0,0.0,0.679375,0.0,0.0022935779816513763,
0.5,glue-cola,glue-qqp,0.6989453499520614,0.0,0.0,0.789375,0.0,0.0011467889908256881,
0.55,glue-cola,glue-qqp,0.7075743048897412,0.0,0.0,0.82,0.0,0.0,
0.6000000000000001,glue-cola,glue-qqp,0.7123681687440077,0.0,0.0,0.8375,0.0,0.0,
0.65,glue-cola,glue-qqp,0.7248322147651006,0.0,0.0,0.83875,0.0,0.0,
0.7000000000000001,glue-cola,glue-qqp,0.7296260786193672,0.0,0.0,0.851875,0.0,0.0,
0.75,glue-cola,glue-qqp,0.7401725790987536,0.0,0.0,0.8525,0.0,0.0,
0.8,glue-cola,glue-qqp,0.7459252157238735,0.0,0.0,0.856875,0.0,0.0,
0.8500000000000001,glue-cola,glue-qqp,0.7516778523489933,0.0,0.0,0.85625,0.0,0.0,
0.9,glue-cola,glue-qqp,0.7555129434324065,0.0,0.0,0.85375,0.0,0.0,
0.9500000000000001,glue-cola,glue-qqp,0.7651006711409396,0.0,0.0,0.853125,0.0,0.0,
1.0,glue-cola,glue-qqp,0.763183125599233,0.0,0.0,0.8525,0.0,0.0,
0.0,glue-cola,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.05,glue-cola,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,glue-cola,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.15000000000000002,glue-cola,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.2,glue-cola,glue-rte,0.039309683604985615,0.0,0.0,0.0,0.0,0.0,
0.25,glue-cola,glue-rte,0.3480345158197507,0.0,0.0,0.0,0.0036101083032490976,0.0,
0.30000000000000004,glue-cola,glue-rte,0.6308724832214765,0.0,0.0,0.0,0.05415162454873646,0.0,
0.35000000000000003,glue-cola,glue-rte,0.6692233940556088,0.0,0.0,0.0,0.2563176895306859,0.0,
0.4,glue-cola,glue-rte,0.6826462128475551,0.0,0.0,0.0,0.51985559566787,0.0,
0.45,glue-cola,glue-rte,0.697986577181208,0.0,0.0,0.0,0.7111913357400722,0.0,
0.5,glue-cola,glue-rte,0.7018216682646213,0.0,0.0,0.0,0.776173285198556,0.0,
0.55,glue-cola,glue-rte,0.7046979865771812,0.0,0.0,0.0,0.7978339350180506,0.0,
0.6000000000000001,glue-cola,glue-rte,0.7181208053691275,0.0,0.0,0.0,0.8014440433212996,0.0,
0.65,glue-cola,glue-rte,0.7238734419942474,0.0,0.0,0.0,0.8158844765342961,0.0,
0.7000000000000001,glue-cola,glue-rte,0.7315436241610739,0.000625,0.0,0.0,0.8158844765342961,0.0,
0.75,glue-cola,glue-rte,0.7353787152444871,0.000625,0.0,0.0,0.8194945848375451,0.0,
0.8,glue-cola,glue-rte,0.7401725790987536,0.00625,0.0,0.0,0.8231046931407943,0.0,
0.8500000000000001,glue-cola,glue-rte,0.7430488974113135,0.01125,0.0,0.0,0.7942238267148014,0.0,
0.9,glue-cola,glue-rte,0.7468839884947267,0.015625,0.0,0.0,0.7689530685920578,0.0,
0.9500000000000001,glue-cola,glue-rte,0.7526366251198466,0.015,0.0,0.0,0.7256317689530686,0.0,
1.0,glue-cola,glue-rte,0.7564717162032598,0.01,0.0,0.0,0.7003610108303249,0.0,
0.0,glue-cola,glue-sst2,0.0,0.0,0.0,0.0,0.0,0.0,
