dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb
glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,0.3930968360498562,0.3,0.0,0.541875,0.22021660649819494,0.3623853211009174,
glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-stsb,0.5973154362416108,0.275625,0.0,0.4325,0.09747292418772563,0.0,0.4050344691988119
glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-sst2,glue-stsb,0.6270373921380633,0.26,0.0,0.38625,0.0,0.008027522935779817,0.07667646546173613
glue-cola,glue-mnli,glue-mrpc,glue-rte,glue-sst2,glue-stsb,0.50143815915628,0.278125,0.0024509803921568627,0.0,0.0036101083032490976,0.008027522935779817,0.09894636664848086
glue-cola,glue-mnli,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.6145733461169702,0.225625,0.0,0.455625,0.22382671480144403,0.021788990825688075,0.17898619561419762
glue-cola,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.6558005752636625,0.0,0.0,0.468125,0.0,0.0,0.24262241924585506
glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb,0.0,0.281875,0.0,0.539375,0.10830324909747292,0.027522935779816515,0.11193828935840873
