scaling_factor,k,dataset:0,dataset:1,dataset:2,dataset:3,glue-cola,glue-mnli,glue-mrpc,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.75,0.5,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.32694151486097794,0.0025,0.0,0.0,0.0,0.43577981651376146,
1.0,0.5,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.6356663470757431,0.09,0.0,0.0,0.0,0.8268348623853211,
0.0,0.75,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.75,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.75,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.006880733944954129,
0.75,0.75,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.32694151486097794,0.0025,0.0,0.0,0.0,0.43577981651376146,
1.0,0.75,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.6356663470757431,0.09,0.0,0.0,0.0,0.8268348623853211,
0.0,1.0,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,1.0,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,1.0,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.0,0.0,0.0,0.0,0.0,0.006880733944954129,
0.75,1.0,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.32694151486097794,0.0025,0.0,0.0,0.0,0.43577981651376146,
1.0,1.0,glue-cola,glue-mnli,glue-sst2,glue-stsb,0.6356663470757431,0.09,0.0,0.0,0.0,0.8268348623853211,
0.0,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.5,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,
0.75,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,0.5023969319271333,0.0,0.0,0.0,0.16606498194945848,0.0011467889908256881,
1.0,0.25,glue-cola,glue-mrpc,glue-qqp,glue-rte,0.6740172579098753,0.0,0.0,0.42125,0.4620938628158845,0.0011467889908256881,
0.0,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
0.25,0.5,glue-cola,glue-mrpc,glue-qqp,glue-rte,0.0,0.0,0.0,0.0,0.0,0.0,
