dataset:0,dataset:1,dataset:2,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
Cars,DTD,EuroSAT,0.5955726899639349,0.4595744680851064,0.4685185185185185,0.29303246239113223,0.49936507936507935,0.6288161209068011,0.09169483712354026
Cars,DTD,GTSRB,0.5902250963810471,0.46382978723404256,0.22925925925925925,0.40530482977038795,0.506031746031746,0.6258942065491184,0.11570374923171481
Cars,DTD,RESISC45,0.5909712722298222,0.475,0.28296296296296297,0.27300079176563735,0.6120634920634921,0.6309823677581864,0.10129840196681009
Cars,DTD,SUN397,0.6042780748663101,0.46808510638297873,0.23444444444444446,0.28353127474267614,0.5092063492063492,0.6531989924433249,0.10064535955746773
Cars,DTD,SVHN,0.5925879865688347,0.46117021276595743,0.24296296296296296,0.2948535233570863,0.4936507936507937,0.6225692695214106,0.2164259373079287
Cars,EuroSAT,GTSRB,0.5887327446834971,0.4148936170212766,0.5059259259259259,0.38788598574821853,0.49682539682539684,0.624735516372796,0.10982636754763368
Cars,EuroSAT,RESISC45,0.5913443601542097,0.4223404255319149,0.5537037037037037,0.2820269200316706,0.5912698412698413,0.6302770780856424,0.09933927473878304
Cars,EuroSAT,SUN397,0.5956970526053973,0.4223404255319149,0.4588888888888889,0.28820269200316706,0.5020634920634921,0.6476070528967255,0.10068377381684081
Cars,EuroSAT,SVHN,0.5898520084566596,0.41914893617021276,0.47,0.29762470308788597,0.49,0.6214105793450881,0.2229179471419791
Cars,GTSRB,RESISC45,0.5910956348712847,0.4207446808510638,0.30037037037037034,0.3819477434679335,0.5861904761904762,0.6283627204030227,0.1255377996312231
Cars,GTSRB,SUN397,0.5985573933590349,0.4207446808510638,0.23555555555555555,0.38044338875692796,0.5046031746031746,0.6470025188916877,0.122579901659496
Cars,GTSRB,SVHN,0.5903494590225097,0.4218085106382979,0.25,0.4028503562945368,0.4903174603174603,0.6202015113350126,0.33727719729563616
Cars,RESISC45,SUN397,0.6009202835468226,0.423936170212766,0.28555555555555556,0.2680126682501979,0.5968253968253968,0.652896725440806,0.10913491087891826
Cars,RESISC45,SVHN,0.5920905360029847,0.42606382978723406,0.2788888888888889,0.27672209026128264,0.58,0.6249874055415617,0.22752765826674862
Cars,SUN397,SVHN,0.59880611864196,0.4228723404255319,0.24851851851851853,0.28725257323832143,0.49857142857142855,0.6445843828715365,0.21723263675476337
DTD,EuroSAT,GTSRB,0.5440865563984579,0.46702127659574466,0.5125925925925926,0.4095803642121932,0.5014285714285714,0.6214609571788413,0.11282267977873386
DTD,EuroSAT,RESISC45,0.5450814575301579,0.47819148936170214,0.5577777777777778,0.29049881235154396,0.6023809523809524,0.6239798488664987,0.09857098955132144
DTD,EuroSAT,SUN397,0.5549061062056958,0.4723404255319149,0.4762962962962963,0.28859857482185275,0.5028571428571429,0.6439294710327456,0.09910878918254457
DTD,EuroSAT,SVHN,0.5478174356423331,0.4654255319148936,0.4674074074074074,0.3027711797307997,0.48777777777777775,0.617632241813602,0.2597572218807621
DTD,GTSRB,RESISC45,0.5389876880984952,0.474468085106383,0.3148148148148148,0.41092636579572445,0.6117460317460317,0.6239798488664987,0.13218346650276583
DTD,GTSRB,SUN397,0.5505534137545082,0.4723404255319149,0.23,0.40419635787806807,0.5103174603174603,0.6455415617128464,0.1273816840811309
DTD,GTSRB,SVHN,0.5434647431911453,0.4632978723404255,0.24666666666666667,0.42581155977830565,0.493015873015873,0.615919395465995,0.4255915795943454
DTD,RESISC45,SUN397,0.5469468971520955,0.4824468085106383,0.2696296296296296,0.2745051464766429,0.6157142857142858,0.6484130982367758,0.11109403810694529
DTD,RESISC45,SVHN,0.5457032707374705,0.4723404255319149,0.25592592592592595,0.28741092636579574,0.5953968253968254,0.6203022670025189,0.28480331899200984
DTD,SUN397,SVHN,0.5509265016788957,0.46808510638297873,0.23407407407407407,0.2934283452098179,0.4988888888888889,0.6407556675062972,0.2558389674247081
EuroSAT,GTSRB,RESISC45,0.5412262156448203,0.42659574468085104,0.5929629629629629,0.39477434679334916,0.593015873015873,0.6244836272040303,0.1213122311001844
EuroSAT,GTSRB,SUN397,0.5496828752642706,0.4196808510638298,0.51,0.39049881235154393,0.5026984126984126,0.642015113350126,0.11973724646588814
EuroSAT,GTSRB,SVHN,0.5408531277204328,0.4196808510638298,0.5051851851851852,0.4127474267616785,0.49253968253968256,0.6173803526448363,0.39071143208358944
EuroSAT,RESISC45,SUN397,0.5488123367740331,0.42606382978723406,0.5559259259259259,0.2800475059382423,0.5996825396825397,0.6451385390428211,0.10648432698217579
EuroSAT,RESISC45,SVHN,0.5442109190399204,0.423936170212766,0.5496296296296296,0.29168646080760097,0.5795238095238096,0.6231234256926952,0.2776582667486171
EuroSAT,SUN397,SVHN,0.5508021390374331,0.4271276595744681,0.47444444444444445,0.2960411718131433,0.4949206349206349,0.6380352644836272,0.26252304855562386
GTSRB,RESISC45,SUN397,0.547568710359408,0.4276595744680851,0.30703703703703705,0.3855106888361045,0.5980952380952381,0.646095717884131,0.1374078057775046
GTSRB,RESISC45,SVHN,0.5420967541350579,0.42606382978723406,0.2974074074074074,0.40229612034837686,0.5811111111111111,0.6202015113350126,0.4335817455439459
GTSRB,SUN397,SVHN,0.5511752269618206,0.42340425531914894,0.24703703703703703,0.4037212984956453,0.49873015873015875,0.6377329974811083,0.3865242778119238
RESISC45,SUN397,SVHN,0.5506777763959706,0.4308510638297872,0.2677777777777778,0.27909738717339666,0.587936507936508,0.6418136020151134,0.26386754763368164
