dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,dataset:6,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5748041288396966,0.43829787234042555,0.3674074074074074,0.6117181314330958,0.6012698412698413,0.5890176322418136,0.5684157959434543
