dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,0.5802760850640467,0.44361702127659575,0.48777777777777775,0.5709422011084719,0.6322222222222222,0.6197481108312343,0.1635679164105716
Cars,DTD,EuroSAT,GTSRB,RESISC45,SVHN,0.5976868548687975,0.4218085106382979,0.3862962962962963,0.5816310372129849,0.6042857142857143,0.6034760705289672,0.6099416103257529
Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.5756746673299341,0.4351063829787234,0.44555555555555554,0.6062549485352335,0.5326984126984127,0.6137027707808564,0.6042947141979103
Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.5878622061932596,0.42819148936170215,0.59,0.30221694378463976,0.6453968253968254,0.6061460957178841,0.6054855562384758
Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.59930356920781,0.4473404255319149,0.2288888888888889,0.5986539984164687,0.5484126984126985,0.5983375314861461,0.6546558082360172
Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5641089416739211,0.40638297872340423,0.36407407407407405,0.5757719714964371,0.6836507936507936,0.6061964735516373,0.588660110633067
DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5346349956473075,0.42819148936170215,0.4533333333333333,0.5158353127474268,0.6301587301587301,0.6055919395465995,0.6337968653964352
