scaling_factor,k,dataset:0,dataset:1,dataset:2,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
0.0,0.75,Cars,DTD,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,SUN397,0.6252953612734734,0.4867021276595745,0.2937037037037037,0.2795724465558195,0.5114285714285715,0.6751637279596977,0.097879532882606
0.5,0.75,Cars,DTD,SUN397,0.6920780997388385,0.5686170212765957,0.3544444444444444,0.2874109263657957,0.5380952380952381,0.7170277078085643,0.1094806392132759
0.75,0.75,Cars,DTD,SUN397,0.7334908593458525,0.625,0.3607407407407407,0.2884402216943784,0.5285714285714286,0.7435768261964736,0.1339121081745544
1.0,0.75,Cars,DTD,SUN397,0.7455540355677155,0.6696808510638298,0.3688888888888889,0.2788598574821853,0.4903174603174603,0.747808564231738,0.1712507682851874
0.0,1.0,Cars,DTD,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,SUN397,0.6167143390125607,0.4797872340425532,0.2892592592592592,0.2783056215360253,0.5068253968253968,0.6692695214105794,0.0967271051014136
0.5,1.0,Cars,DTD,SUN397,0.6790200223852755,0.5478723404255319,0.3503703703703704,0.2864608076009501,0.5323809523809524,0.7097732997481109,0.1055623847572218
0.75,1.0,Cars,DTD,SUN397,0.7215520457654521,0.6106382978723405,0.3655555555555556,0.2879651623119557,0.5331746031746032,0.7374811083123426,0.1238091579594345
1.0,1.0,Cars,DTD,SUN397,0.7463002114164905,0.6531914893617021,0.3811111111111111,0.2866191607284243,0.5134920634920634,0.7493198992443325,0.1533113091579594
0.0,0.25,Cars,DTD,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,SVHN,0.6187041412759607,0.4835106382978723,0.2911111111111111,0.2904196357878068,0.496031746031746,0.6259445843828715,0.2646358328211432
0.5,0.25,Cars,DTD,SVHN,0.679641835592588,0.55,0.3359259259259259,0.2933491686460807,0.5163492063492063,0.6288664987405541,0.7530347264904733
0.75,0.25,Cars,DTD,SVHN,0.73336649670439,0.6159574468085106,0.3674074074074074,0.2942201108471892,0.5115873015873016,0.6197984886649874,0.9485248924400738
1.0,0.25,Cars,DTD,SVHN,0.7632135306553911,0.651595744680851,0.324074074074074,0.2874109263657957,0.4798412698412698,0.5944080604534006,0.9711508912108174
0.0,0.5,Cars,DTD,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,SVHN,0.6280313393856486,0.4851063829787234,0.3048148148148148,0.2925574030087094,0.5012698412698413,0.6273551637279597,0.3786109403810694
0.5,0.5,Cars,DTD,SVHN,0.6909588359656759,0.5558510638297872,0.3659259259259259,0.2957244655581947,0.513015873015873,0.6289168765743073,0.8682390903503381
0.75,0.5,Cars,DTD,SVHN,0.7409526178336028,0.6170212765957447,0.3255555555555555,0.2989707046714173,0.4928571428571429,0.6114861460957178,0.9658497234173326
1.0,0.5,Cars,DTD,SVHN,0.7536376072627783,0.6207446808510638,0.2551851851851852,0.275771971496437,0.4384126984126984,0.5664987405541562,0.9740319606637984
0.0,0.75,Cars,DTD,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,SVHN,0.6220619325954483,0.4819148936170213,0.302962962962963,0.2912905779889153,0.4993650793650793,0.6277078085642317,0.3511447449293177
0.5,0.75,Cars,DTD,SVHN,0.6847407038925507,0.5468085106382978,0.3585185185185185,0.297070467141726,0.5141269841269841,0.6306297229219143,0.8360095267363246
0.75,0.75,Cars,DTD,SVHN,0.73286904613854,0.5973404255319149,0.3296296296296296,0.3012668250197941,0.4915873015873016,0.6158690176322418,0.9593961278426552
1.0,0.75,Cars,DTD,SVHN,0.7446834970774779,0.6239361702127659,0.2659259259259259,0.2863024544734758,0.4501587301587301,0.5821662468513854,0.972456976029502
0.0,1.0,Cars,DTD,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,SVHN,0.6127347344857604,0.4723404255319149,0.2951851851851851,0.2901821060965954,0.4957142857142857,0.6268513853904282,0.2858020897357099
0.5,1.0,Cars,DTD,SVHN,0.6711851759731376,0.5297872340425532,0.3540740740740741,0.2979414093428345,0.5155555555555555,0.6309823677581864,0.7594883220651506
0.75,1.0,Cars,DTD,SVHN,0.7194378808605895,0.5829787234042553,0.352962962962963,0.3032462391132224,0.5053968253968254,0.6242317380352644,0.9413030116779348
1.0,1.0,Cars,DTD,SVHN,0.746673299340878,0.6223404255319149,0.3103703703703703,0.2998416468725257,0.4777777777777778,0.603727959697733,0.9691917639827904
0.0,0.25,Cars,EuroSAT,GTSRB,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,EuroSAT,GTSRB,0.6204452182564357,0.4122340425531915,0.5637037037037037,0.4096595407759303,0.5019047619047619,0.6254911838790932,0.1488168408113091
0.5,0.25,Cars,EuroSAT,GTSRB,0.6920780997388385,0.4170212765957446,0.8455555555555555,0.5918448139350753,0.5012698412698413,0.6282619647355163,0.2236862323294406
0.75,0.25,Cars,EuroSAT,GTSRB,0.745927123492103,0.4117021276595745,0.957037037037037,0.7512272367379256,0.4655555555555555,0.6231234256926952,0.2821143208358942
1.0,0.25,Cars,EuroSAT,GTSRB,0.7780126849894292,0.3893617021276596,0.9729629629629628,0.8641330166270784,0.4120634920634921,0.605088161209068,0.3269821757836509
0.0,0.5,Cars,EuroSAT,GTSRB,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,EuroSAT,GTSRB,0.6320109439124487,0.4202127659574468,0.6381481481481481,0.4274742676167854,0.5095238095238095,0.6273047858942066,0.1621081745543945
0.5,0.5,Cars,EuroSAT,GTSRB,0.7031463748290013,0.4047872340425532,0.9137037037037036,0.61243072050673,0.496984126984127,0.6260453400503778,0.2312922556853104
0.75,0.5,Cars,EuroSAT,GTSRB,0.7561248600920284,0.3936170212765957,0.9703703703703704,0.7699129057798891,0.4409523809523809,0.6101259445843829,0.2863014751075599
1.0,0.5,Cars,EuroSAT,GTSRB,0.7781370476308916,0.3542553191489361,0.9792592592592592,0.8672209026128266,0.3728571428571428,0.5783879093198993,0.3248309772587584
0.0,0.75,Cars,EuroSAT,GTSRB,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,EuroSAT,GTSRB,0.6252953612734734,0.4202127659574468,0.62,0.4118764845605701,0.5093650793650794,0.6276070528967255,0.1564228641671788
0.5,0.75,Cars,EuroSAT,GTSRB,0.6915806491729884,0.4117021276595745,0.9,0.5797307996832938,0.5020634920634921,0.6259445843828715,0.220920405654579
0.75,0.75,Cars,EuroSAT,GTSRB,0.745429672926253,0.4031914893617021,0.9681481481481482,0.7288994457640539,0.4544444444444444,0.6160705289672544,0.271319913952059
1.0,0.75,Cars,EuroSAT,GTSRB,0.7698047506529039,0.3643617021276595,0.9792592592592592,0.8329374505146476,0.3963492063492063,0.5878589420654912,0.3108097725875845
0.0,1.0,Cars,EuroSAT,GTSRB,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,EuroSAT,GTSRB,0.6160925258052481,0.4154255319148936,0.5803703703703704,0.397070467141726,0.5058730158730159,0.626095717884131,0.1483942839582052
0.5,1.0,Cars,EuroSAT,GTSRB,0.6788956597438129,0.4164893617021276,0.8577777777777778,0.5467933491686461,0.5076190476190476,0.6277078085642317,0.2091656422864167
0.75,1.0,Cars,EuroSAT,GTSRB,0.7305061559507524,0.4079787234042553,0.9596296296296296,0.6842438638163104,0.4738095238095238,0.6226700251889169,0.2558389674247081
1.0,1.0,Cars,EuroSAT,GTSRB,0.7633378932968536,0.3835106382978723,0.9785185185185186,0.7984164687252573,0.4288888888888889,0.6036272040302267,0.2958666256914566
0.0,0.25,Cars,EuroSAT,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,EuroSAT,RESISC45,0.6168387016540231,0.4159574468085106,0.5762962962962963,0.2904988123515439,0.6506349206349207,0.6305289672544081,0.1141671788567916
0.5,0.25,Cars,EuroSAT,RESISC45,0.6795174729511255,0.4101063829787234,0.8685185185185185,0.2978622327790974,0.7955555555555556,0.6290680100755668,0.1369852489244007
0.75,0.25,Cars,EuroSAT,RESISC45,0.7194378808605895,0.3978723404255319,0.955925925925926,0.3021377672209026,0.8795238095238095,0.6179345088161209,0.1427089735709895
1.0,0.25,Cars,EuroSAT,RESISC45,0.7389628155702027,0.373936170212766,0.9696296296296296,0.29944576405384,0.8934920634920634,0.5936523929471033,0.1384449907805777
0.0,0.5,Cars,EuroSAT,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,EuroSAT,RESISC45,0.6282800646685736,0.4191489361702127,0.6451851851851852,0.2908946951702296,0.6807936507936508,0.6316372795969774,0.1210049170251997
0.5,0.5,Cars,EuroSAT,RESISC45,0.6879741325705758,0.4037234042553191,0.9144444444444444,0.2916072842438638,0.8338095238095238,0.6246347607052897,0.1344114935464044
0.75,0.5,Cars,EuroSAT,RESISC45,0.7162044521825643,0.3808510638297872,0.9625925925925926,0.2873317498020586,0.8911111111111111,0.6039798488664987,0.1314535955746773
1.0,0.5,Cars,EuroSAT,RESISC45,0.7235418480288521,0.3468085106382979,0.9677777777777776,0.2758511480601742,0.8933333333333333,0.5621662468513854,0.1188153042409342
0.0,0.75,Cars,EuroSAT,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,EuroSAT,RESISC45,0.6226837458027609,0.4180851063829787,0.6177777777777778,0.2897070467141726,0.669047619047619,0.6309823677581864,0.1196604179471419
0.5,0.75,Cars,EuroSAT,RESISC45,0.6777763959706504,0.4047872340425532,0.8966666666666666,0.2900237529691211,0.8174603174603174,0.6263979848866499,0.1320298094652735
0.75,0.75,Cars,EuroSAT,RESISC45,0.705509265016789,0.3845744680851063,0.957037037037037,0.284639746634996,0.8877777777777778,0.6075566750629723,0.1281115550092194
1.0,0.75,Cars,EuroSAT,RESISC45,0.7152095510508644,0.3622340425531914,0.965925925925926,0.2741092636579572,0.8976190476190476,0.5755163727959698,0.1165104486785494
0.0,1.0,Cars,EuroSAT,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,EuroSAT,RESISC45,0.6119885586369854,0.4186170212765957,0.58,0.2901821060965954,0.6498412698412699,0.6309319899244332,0.1161647203441917
0.5,1.0,Cars,EuroSAT,RESISC45,0.6691953737097376,0.4122340425531915,0.8618518518518519,0.2920031670625495,0.785079365079365,0.629823677581864,0.131299938537185
0.75,1.0,Cars,EuroSAT,RESISC45,0.7005347593582888,0.3968085106382978,0.9496296296296296,0.2886777513855899,0.8714285714285714,0.6177833753148615,0.1322218807621389
1.0,1.0,Cars,EuroSAT,RESISC45,0.7135928367118518,0.3771276595744681,0.9644444444444444,0.2829770387965162,0.8977777777777778,0.5972292191435769,0.1251536570374923
0.0,0.25,Cars,EuroSAT,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.25,Cars,EuroSAT,SUN397,0.6170874269369482,0.4228723404255319,0.5477777777777778,0.2996832937450515,0.5179365079365079,0.6744080604534005,0.11193915181315305
0.5,0.25,Cars,EuroSAT,SUN397,0.6857356050242507,0.43138297872340425,0.8311111111111111,0.30815518606492476,0.5271428571428571,0.717632241813602,0.1402120467117394
0.75,0.25,Cars,EuroSAT,SUN397,0.7262778261410272,0.41914893617021276,0.9555555555555556,0.3186064924782264,0.4946031746031746,0.7446347607052897,0.16034111862323294
1.0,0.25,Cars,EuroSAT,SUN397,0.7518965302823032,0.39680851063829786,0.9755555555555555,0.3290577988915281,0.43666666666666665,0.7567254408060453,0.1654502151198525
0.0,0.5,Cars,EuroSAT,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.5,Cars,EuroSAT,SUN397,0.6293993284417361,0.42606382978723406,0.607037037037037,0.30332541567695964,0.526984126984127,0.6811586901763225,0.1188921327596804
0.5,0.5,Cars,EuroSAT,SUN397,0.6965551548314887,0.4223404255319149,0.9025925925925926,0.311243072050673,0.5219047619047619,0.7239294710327456,0.1456284572833436
0.75,0.5,Cars,EuroSAT,SUN397,0.7385897276458152,0.40638297872340423,0.9681481481481482,0.32264449722882027,0.4746031746031746,0.7476574307304786,0.154079594345421
1.0,0.5,Cars,EuroSAT,SUN397,0.7521452555652282,0.3803191489361702,0.9788888888888889,0.3246239113222486,0.4066666666666667,0.7480100755667506,0.15238936693300553
0.0,0.75,Cars,EuroSAT,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.75,Cars,EuroSAT,SUN397,0.6228081084442234,0.423936170212766,0.5862962962962963,0.3019002375296912,0.5265079365079365,0.6781360201511335,0.11724031960663799
0.5,0.75,Cars,EuroSAT,SUN397,0.6915806491729884,0.425,0.8785185185185185,0.310055423594616,0.5290476190476191,0.7174811083123426,0.14159496004917024
0.75,0.75,Cars,EuroSAT,SUN397,0.7318741450068399,0.41436170212765955,0.96,0.3182106096595408,0.49206349206349204,0.742367758186398,0.14970036877688997
1.0,0.75,Cars,EuroSAT,SUN397,0.7499067280189031,0.3861702127659574,0.9744444444444444,0.32185273159144895,0.43142857142857144,0.7493198992443325,0.1496235402581438
0.0,1.0,Cars,EuroSAT,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,1.0,Cars,EuroSAT,SUN397,0.6152219873150105,0.42340425531914894,0.5522222222222222,0.2997624703087886,0.5244444444444445,0.6702267002518891,0.11374462200368776
0.5,1.0,Cars,EuroSAT,SUN397,0.6771545827633378,0.4297872340425532,0.8281481481481482,0.3072050673000792,0.5326984126984127,0.7104785894206549,0.13894437615242777
0.75,1.0,Cars,EuroSAT,SUN397,0.7224225842556896,0.41914893617021276,0.947037037037037,0.3178147268408551,0.5082539682539683,0.734911838790932,0.15131376767055932
1.0,1.0,Cars,EuroSAT,SUN397,0.7441860465116279,0.4015957446808511,0.9718518518518519,0.3252573238321457,0.46365079365079365,0.7499748110831235,0.15296558082360173
0.0,0.25,Cars,EuroSAT,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
