scaling_factor,k,dataset:0,dataset:1,dataset:2,dataset:3,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
0.25,0.25,Cars,DTD,EuroSAT,SUN397,0.6187041412759607,0.4882978723404255,0.5437037037037037,0.295882818685669,0.5231746031746032,0.67183879093199,0.1132068223724646
0.5,0.25,Cars,DTD,EuroSAT,SUN397,0.6787712971023504,0.5563829787234043,0.8140740740740741,0.303562945368171,0.5382539682539682,0.7112342569269522,0.1435540872771973
0.75,0.25,Cars,DTD,EuroSAT,SUN397,0.718816067653277,0.5994680851063829,0.945925925925926,0.3045130641330166,0.5079365079365079,0.7344080604534005,0.1691379840196681
1.0,0.25,Cars,DTD,EuroSAT,SUN397,0.7410769804750653,0.6276595744680851,0.9714814814814816,0.3134600158353127,0.4495238095238095,0.741007556675063,0.1828518746158574
0.0,0.5,Cars,DTD,EuroSAT,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,EuroSAT,SUN397,0.6230568337271484,0.4893617021276595,0.5825925925925926,0.2967537608867775,0.5293650793650794,0.6751637279596977,0.1168561770129072
0.5,0.5,Cars,DTD,EuroSAT,SUN397,0.6907101106827509,0.5563829787234043,0.8592592592592593,0.3029295328582739,0.535079365079365,0.7125944584382872,0.1462046711739397
0.75,0.5,Cars,DTD,EuroSAT,SUN397,0.7287650789702773,0.5941489361702128,0.9507407407407408,0.3044338875692794,0.4988888888888889,0.7322921914357683,0.1648355869698832
1.0,0.5,Cars,DTD,EuroSAT,SUN397,0.7373461012311902,0.6148936170212767,0.9729629629629628,0.3049089469517023,0.4344444444444444,0.7316876574307305,0.1714812538414259
0.0,0.75,Cars,DTD,EuroSAT,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,EuroSAT,SUN397,0.6193259544832732,0.4835106382978723,0.5581481481481482,0.2965954077593032,0.5266666666666666,0.6706801007556675,0.1150891210817455
0.5,0.75,Cars,DTD,EuroSAT,SUN397,0.680885462007213,0.5457446808510639,0.8237037037037037,0.3007917656373713,0.5385714285714286,0.7053904282115869,0.1421327596803933
0.75,0.75,Cars,DTD,EuroSAT,SUN397,0.7231687601044646,0.5797872340425532,0.9407407407407408,0.3041963578780681,0.5095238095238095,0.726095717884131,0.1582283343577135
1.0,0.75,Cars,DTD,EuroSAT,SUN397,0.7380922770799652,0.6095744680851064,0.9633333333333334,0.301821060965954,0.4649206349206349,0.7334508816120907,0.1658727719729563
0.0,1.0,Cars,DTD,EuroSAT,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,EuroSAT,SUN397,0.6099987563735854,0.476063829787234,0.5244444444444445,0.2952494061757719,0.5222222222222223,0.6632745591939546,0.1113245236631837
0.5,1.0,Cars,DTD,EuroSAT,SUN397,0.6688222857853501,0.5281914893617021,0.7611111111111111,0.2995249406175772,0.540952380952381,0.6981360201511335,0.136639520590043
0.75,1.0,Cars,DTD,EuroSAT,SUN397,0.7107324959582142,0.5680851063829787,0.9192592592592592,0.3040380047505938,0.5247619047619048,0.7195465994962217,0.1538106945298094
1.0,1.0,Cars,DTD,EuroSAT,SUN397,0.7368486506653401,0.6021276595744681,0.9555555555555556,0.3067300079176563,0.4936507936507937,0.7316876574307305,0.167178856791641
0.0,0.25,Cars,DTD,EuroSAT,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,EuroSAT,SVHN,0.6158438005223231,0.4792553191489361,0.5381481481481482,0.3005542359461599,0.5179365079365079,0.6296221662468514,0.2746619545175169
0.5,0.25,Cars,DTD,EuroSAT,SVHN,0.6747916925755503,0.5452127659574468,0.7811111111111111,0.3157561361836896,0.523015873015873,0.6313853904282116,0.7111247695144438
0.75,0.25,Cars,DTD,EuroSAT,SVHN,0.7201840567093645,0.5936170212765958,0.9137037037037036,0.3277117973079968,0.4922222222222222,0.6186901763224182,0.9143746158574064
1.0,0.25,Cars,DTD,EuroSAT,SVHN,0.746673299340878,0.6164893617021276,0.9455555555555556,0.3335708630245447,0.4495238095238095,0.5950125944584382,0.9568992009834052
0.0,0.5,Cars,DTD,EuroSAT,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,EuroSAT,SVHN,0.6229324710856858,0.4856382978723404,0.5792592592592593,0.3013460015835312,0.523968253968254,0.6305289672544081,0.3349339274738783
0.5,0.5,Cars,DTD,EuroSAT,SVHN,0.6843676159681632,0.5441489361702128,0.8159259259259259,0.3200316706254948,0.516984126984127,0.6314861460957178,0.7676705593116164
0.75,0.5,Cars,DTD,EuroSAT,SVHN,0.7237905733117771,0.5888297872340426,0.9192592592592592,0.3303246239113222,0.4809523809523809,0.6143073047858942,0.927320221266134
1.0,0.5,Cars,DTD,EuroSAT,SVHN,0.7334908593458525,0.5888297872340426,0.947037037037037,0.3279493269992082,0.4342857142857143,0.5776826196473551,0.9582437000614628
0.0,0.75,Cars,DTD,EuroSAT,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,EuroSAT,SVHN,0.615595075239398,0.4781914893617021,0.5585185185185185,0.3001583531274742,0.520952380952381,0.6296725440806046,0.2980946527350953
0.5,0.75,Cars,DTD,EuroSAT,SVHN,0.6726775276706878,0.5313829787234042,0.7914814814814815,0.3163895486935867,0.5234920634920635,0.6321410579345088,0.7042102028272895
0.75,0.75,Cars,DTD,EuroSAT,SVHN,0.7111055838826017,0.573404255319149,0.9051851851851852,0.3277117973079968,0.4933333333333333,0.6221158690176323,0.8984711124769514
1.0,0.75,Cars,DTD,EuroSAT,SVHN,0.7286407163288148,0.5909574468085106,0.9385185185185184,0.3287410926365796,0.4561904761904762,0.59455919395466,0.9484864781807006
0.0,1.0,Cars,DTD,EuroSAT,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,EuroSAT,SVHN,0.6073871409028728,0.4675531914893617,0.5214814814814814,0.2996041171813143,0.5174603174603175,0.6282619647355163,0.2488859864781807
0.5,1.0,Cars,DTD,EuroSAT,SVHN,0.6589976371098122,0.5111702127659574,0.7377777777777778,0.3117181314330958,0.5306349206349207,0.6331486146095718,0.6194299323909035
0.75,1.0,Cars,DTD,EuroSAT,SVHN,0.7010322099241388,0.5617021276595745,0.8729629629629629,0.323673792557403,0.5117460317460317,0.6301259445843829,0.8412722802704364
1.0,1.0,Cars,DTD,EuroSAT,SVHN,0.7268996393483398,0.5925531914893617,0.9266666666666666,0.3315914489311164,0.4796825396825396,0.6119395465994962,0.9302781192378612
0.0,0.25,Cars,DTD,GTSRB,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,GTSRB,RESISC45,0.6192015918418107,0.4835106382978723,0.3366666666666666,0.3720506730007917,0.6347619047619047,0.627455919395466,0.1264981561155501
0.5,0.25,Cars,DTD,GTSRB,RESISC45,0.6769058574804129,0.549468085106383,0.4303703703703703,0.528978622327791,0.79,0.6281612090680101,0.1906883835279655
0.75,0.25,Cars,DTD,GTSRB,RESISC45,0.7224225842556896,0.600531914893617,0.5296296296296297,0.6993665874901029,0.8966666666666666,0.613249370277078,0.2611785494775661
1.0,0.25,Cars,DTD,GTSRB,RESISC45,0.7458027608506405,0.648936170212766,0.5462962962962963,0.8266033254156769,0.9293650793650794,0.5819647355163728,0.3361631837738168
0.0,0.5,Cars,DTD,GTSRB,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,GTSRB,RESISC45,0.6231811963686109,0.4851063829787234,0.36,0.3756136183689628,0.6555555555555556,0.6284130982367758,0.1324907805777504
0.5,0.5,Cars,DTD,GTSRB,RESISC45,0.6833727148364631,0.5478723404255319,0.4651851851851852,0.5277117973079969,0.8173015873015873,0.626750629722922,0.1990242778119237
0.75,0.5,Cars,DTD,GTSRB,RESISC45,0.7245367491605522,0.5973404255319149,0.5425925925925926,0.6885985748218527,0.9093650793650794,0.6080100755667507,0.2703211432083589
1.0,0.5,Cars,DTD,GTSRB,RESISC45,0.7397089914189777,0.6297872340425532,0.5496296296296296,0.8062549485352336,0.9312698412698412,0.5706801007556676,0.3266364474492931
0.0,0.75,Cars,DTD,GTSRB,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,GTSRB,RESISC45,0.6170874269369482,0.4781914893617021,0.3496296296296296,0.3642121931908155,0.6415873015873016,0.6289168765743073,0.1281883835279655
0.5,0.75,Cars,DTD,GTSRB,RESISC45,0.6731749782365377,0.5324468085106383,0.4581481481481481,0.4897070467141726,0.7877777777777778,0.6295214105793451,0.1846573448063921
0.75,0.75,Cars,DTD,GTSRB,RESISC45,0.7116030344484516,0.5840425531914893,0.5377777777777778,0.6389548693586699,0.8920634920634921,0.616272040302267,0.2428165334972341
1.0,0.75,Cars,DTD,GTSRB,RESISC45,0.7403308046262903,0.6148936170212767,0.557037037037037,0.7635787806809184,0.9242857142857144,0.588463476070529,0.2995159803318992
0.0,1.0,Cars,DTD,GTSRB,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,GTSRB,RESISC45,0.611366745429673,0.4664893617021277,0.3325925925925926,0.3560570071258907,0.6163492063492063,0.6276070528967255,0.1220805162876459
0.5,1.0,Cars,DTD,GTSRB,RESISC45,0.6635990548439249,0.5196808510638298,0.4281481481481481,0.4623119556611243,0.75,0.6318387909319899,0.1742854947756607
0.75,1.0,Cars,DTD,GTSRB,RESISC45,0.7015296604899888,0.5627659574468085,0.5225925925925926,0.5965954077593032,0.8582539682539683,0.6236272040302266,0.2256069452980946
1.0,1.0,Cars,DTD,GTSRB,RESISC45,0.7307548812336774,0.601063829787234,0.5459259259259259,0.7225653206650832,0.9103174603174604,0.6056926952141058,0.2836508912108174
0.0,0.25,Cars,DTD,GTSRB,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,GTSRB,SUN397,0.6177092401442607,0.4835106382978723,0.3048148148148148,0.3753760886777514,0.5046031746031746,0.6703778337531486,0.1221573448063921
0.5,0.25,Cars,DTD,GTSRB,SUN397,0.6810098246486755,0.5531914893617021,0.3414814814814815,0.5297703879651623,0.530952380952381,0.7121914357682619,0.1883066994468346
0.75,0.25,Cars,DTD,GTSRB,SUN397,0.7256560129337147,0.6180851063829788,0.3540740740740741,0.7285035629453682,0.5288888888888889,0.7359193954659949,0.2904118008604794
1.0,0.25,Cars,DTD,GTSRB,SUN397,0.7426936948140779,0.649468085106383,0.3637037037037037,0.8560570071258907,0.503968253968254,0.7388916876574307,0.3977028272894898
0.0,0.5,Cars,DTD,GTSRB,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,GTSRB,SUN397,0.624424822783236,0.4845744680851064,0.3125925925925926,0.3782264449722882,0.5109523809523809,0.6731486146095718,0.1289950829748002
0.5,0.5,Cars,DTD,GTSRB,SUN397,0.6866061435144882,0.5563829787234043,0.3555555555555555,0.5343626286619161,0.5312698412698412,0.7142065491183879,0.2091656422864167
0.75,0.5,Cars,DTD,GTSRB,SUN397,0.7281432657629648,0.6148936170212767,0.3825925925925926,0.732541567695962,0.5217460317460317,0.7346599496221663,0.3305162876459742
1.0,0.5,Cars,DTD,GTSRB,SUN397,0.7316254197239149,0.6425531914893617,0.3044444444444444,0.855027711797308,0.4717460317460317,0.727808564231738,0.4280116779348494
0.0,0.75,Cars,DTD,GTSRB,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,GTSRB,SUN397,0.6193259544832732,0.4792553191489361,0.3088888888888889,0.367458432304038,0.5106349206349207,0.668110831234257,0.1249615857406269
0.5,0.75,Cars,DTD,GTSRB,SUN397,0.6822534510633006,0.5425531914893617,0.362962962962963,0.4951702296120348,0.530952380952381,0.7068010075566751,0.1909956976029502
0.75,0.75,Cars,DTD,GTSRB,SUN397,0.7236662106703147,0.601063829787234,0.3718518518518519,0.6760886777513856,0.5253968253968254,0.7295717884130982,0.2964044253226798
1.0,0.75,Cars,DTD,GTSRB,SUN397,0.7385897276458152,0.6260638297872341,0.352962962962963,0.8033254156769596,0.4934920634920635,0.7334508816120907,0.3989704978488014
0.0,1.0,Cars,DTD,GTSRB,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,GTSRB,SUN397,0.611864195995523,0.4686170212765957,0.2988888888888888,0.3566904196357878,0.5017460317460317,0.6618136020151133,0.1192762753534111
0.5,1.0,Cars,DTD,GTSRB,SUN397,0.6686979231438875,0.525,0.3518518518518518,0.4623911322248614,0.5282539682539683,0.6983375314861461,0.1735940381069453
0.75,1.0,Cars,DTD,GTSRB,SUN397,0.7137171993533142,0.5845744680851064,0.3685185185185185,0.6152810768012669,0.5290476190476191,0.722367758186398,0.259718807621389
1.0,1.0,Cars,DTD,GTSRB,SUN397,0.7380922770799652,0.6164893617021276,0.3796296296296296,0.7570071258907364,0.5165079365079365,0.7327455919395466,0.3576367547633681
0.0,0.25,Cars,DTD,GTSRB,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,GTSRB,SVHN,0.612610371844298,0.474468085106383,0.2959259259259259,0.3794932699920823,0.4966666666666666,0.6263979848866499,0.3156115550092194
0.5,0.25,Cars,DTD,GTSRB,SVHN,0.6756622310657878,0.5414893617021277,0.3237037037037037,0.5462391132224862,0.5036507936507937,0.6268513853904282,0.782959434542102
0.75,0.25,Cars,DTD,GTSRB,SVHN,0.7242880238776271,0.5888297872340426,0.3244444444444444,0.7233570863024544,0.4776190476190476,0.6118387909319899,0.9468346650276582
1.0,0.25,Cars,DTD,GTSRB,SVHN,0.7418231563238403,0.5904255319148937,0.2885185185185185,0.8311955661124307,0.4177777777777778,0.5721410579345089,0.9683082360172096
0.0,0.5,Cars,DTD,GTSRB,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,GTSRB,SVHN,0.6200721303320482,0.475531914893617,0.3092592592592592,0.3832145684877276,0.5007936507936508,0.6272544080604534,0.4004686539643515
0.5,0.5,Cars,DTD,GTSRB,SVHN,0.679144385026738,0.5382978723404256,0.3488888888888889,0.5539984164687253,0.5003174603174603,0.6244332493702771,0.8468039336201598
0.75,0.5,Cars,DTD,GTSRB,SVHN,0.7234174853873896,0.5792553191489361,0.3162962962962963,0.723119556611243,0.4526984126984127,0.6013098236775819,0.9564766441303012
1.0,0.5,Cars,DTD,GTSRB,SVHN,0.7229200348215397,0.549468085106383,0.247037037037037,0.8174188440221695,0.3787301587301587,0.5469017632241814,0.9693838352796558
0.0,0.75,Cars,DTD,GTSRB,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,GTSRB,SVHN,0.614102723541848,0.4675531914893617,0.3096296296296296,0.3744259699129058,0.4974603174603174,0.6263979848866499,0.3542947141979102
0.5,0.75,Cars,DTD,GTSRB,SVHN,0.6710608133316751,0.5276595744680851,0.3422222222222222,0.5190815518606492,0.5003174603174603,0.6276574307304786,0.8022818070067609
0.75,0.75,Cars,DTD,GTSRB,SVHN,0.7158313642581768,0.5654255319148936,0.3281481481481481,0.6817102137767221,0.4658730158730159,0.6110831234256927,0.9431853103872158
1.0,0.75,Cars,DTD,GTSRB,SVHN,0.7271483646312648,0.5617021276595745,0.2666666666666666,0.7906571654790182,0.4074603174603174,0.5747607052896725,0.9661570374923172
0.0,1.0,Cars,DTD,GTSRB,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,GTSRB,SVHN,0.6048998880736227,0.4606382978723404,0.2988888888888888,0.3634204275534441,0.4933333333333333,0.6258438287153653,0.2888752304855562
0.5,1.0,Cars,DTD,GTSRB,SVHN,0.6587489118268872,0.5127659574468085,0.3311111111111111,0.488756927949327,0.5034920634920635,0.6302267002518892,0.7177704363859865
0.75,1.0,Cars,DTD,GTSRB,SVHN,0.7005347593582888,0.548936170212766,0.3459259259259259,0.6427553444180523,0.4861904761904762,0.6201511335012595,0.9121850030731408
1.0,1.0,Cars,DTD,GTSRB,SVHN,0.7267752767068772,0.5718085106382979,0.3025925925925926,0.76215360253365,0.4438095238095238,0.5981863979848866,0.9585894283958204
0.0,0.25,Cars,DTD,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,RESISC45,SUN397,0.6178336027857232,0.4734042553191489,0.3355555555555555,0.2819477434679335,0.6398412698412699,0.671183879093199,0.0993776889981561
0.5,0.25,Cars,DTD,RESISC45,SUN397,0.6691953737097376,0.5393617021276595,0.4459259259259259,0.289390340459224,0.7815873015873016,0.7091687657430731,0.1169714197910264
0.75,0.25,Cars,DTD,RESISC45,SUN397,0.7037681880363139,0.5856382978723405,0.4944444444444444,0.2912905779889153,0.8868253968253968,0.7285642317380353,0.1384065765212046
1.0,0.25,Cars,DTD,RESISC45,SUN397,0.7211789578410646,0.6132978723404255,0.502962962962963,0.289944576405384,0.9231746031746032,0.7266498740554156,0.1490857406269207
0.0,0.5,Cars,DTD,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,RESISC45,SUN397,0.6224350205198358,0.4739361702127659,0.37,0.2816310372129849,0.66,0.6740050377833753,0.1031038721573448
0.5,0.5,Cars,DTD,RESISC45,SUN397,0.6746673299340878,0.5393617021276595,0.4759259259259259,0.2867775138558986,0.7961904761904762,0.709471032745592,0.1249615857406269
0.75,0.5,Cars,DTD,RESISC45,SUN397,0.7071259793558016,0.5797872340425532,0.5096296296296297,0.2878068091844813,0.8920634920634921,0.7274559193954659,0.1424400737553779
1.0,0.5,Cars,DTD,RESISC45,SUN397,0.7133441114289267,0.5946808510638298,0.4988888888888889,0.285827395091053,0.9193650793650794,0.7151133501259446,0.1435540872771973
0.0,0.75,Cars,DTD,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,RESISC45,SUN397,0.6183310533515732,0.4728723404255319,0.3581481481481481,0.2803642121931908,0.6423809523809524,0.6687657430730478,0.1026813153042409
0.5,0.75,Cars,DTD,RESISC45,SUN397,0.6704390001243626,0.523936170212766,0.4648148148148148,0.2865399841646872,0.7746031746031746,0.7031738035264483,0.1213890596189305
