dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,0.5705757990299714,0.4473404255319149,0.41814814814814816,0.327236737925574,0.5434920634920635,0.6387909319899244,0.10959588199139521
Cars,DTD,EuroSAT,GTSRB,RESISC45,SVHN,0.5680885462007214,0.4420212765957447,0.40814814814814815,0.340221694378464,0.5414285714285715,0.6268010075566751,0.15607713583282115
Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.5689590846909588,0.4441489361702128,0.3751851851851852,0.33879651623119555,0.5011111111111111,0.6344080604534005,0.15212046711739396
Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.571695062803134,0.44627659574468087,0.3814814814814815,0.2844813935075218,0.5441269841269841,0.6378337531486146,0.13825291948371235
Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.5711976122372839,0.449468085106383,0.2748148148148148,0.32937450514647665,0.5453968253968254,0.6364231738035264,0.15719114935464043
Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5692078099738839,0.4228723404255319,0.40370370370370373,0.32961203483768803,0.5373015873015873,0.6349118387909319,0.15753687768899816
DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5493097873398831,0.44680851063829785,0.39555555555555555,0.33998416468725257,0.5449206349206349,0.6337027707808565,0.16352950215119852
