dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,dataset:6,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6626041537122248,0.49946808510638296,0.752962962962963,0.48044338875692794,0.6822222222222222,0.6781360201511335,0.5467885679164106
