scaling_factor,k,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
0.5,0.75,Cars,DTD,EuroSAT,GTSRB,SUN397,0.6719313518219127,0.526595744680851,0.7914814814814815,0.4664291369754552,0.5368253968253969,0.6981360201511335,0.2030961893054702
0.75,0.75,Cars,DTD,EuroSAT,GTSRB,SUN397,0.7096132321850516,0.5579787234042554,0.9133333333333332,0.6,0.5163492063492063,0.7153148614609571,0.2688614013521819
1.0,0.75,Cars,DTD,EuroSAT,GTSRB,SUN397,0.7273970899141898,0.5856382978723405,0.9514814814814816,0.7223277909738718,0.4765079365079365,0.7205541561712846,0.3227950215119852
0.0,1.0,Cars,DTD,EuroSAT,GTSRB,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,EuroSAT,GTSRB,SUN397,0.6057704265638603,0.4664893617021277,0.4985185185185185,0.3546318289786223,0.5196825396825396,0.6574811083123425,0.1316456668715427
0.5,1.0,Cars,DTD,EuroSAT,GTSRB,SUN397,0.6578783733366497,0.5159574468085106,0.7262962962962963,0.4404592240696753,0.54,0.6901259445843829,0.1901505838967424
0.75,1.0,Cars,DTD,EuroSAT,GTSRB,SUN397,0.6992911329436637,0.549468085106383,0.8759259259259259,0.5539984164687253,0.5266666666666666,0.7082115869017632,0.2479256299938537
1.0,1.0,Cars,DTD,EuroSAT,GTSRB,SUN397,0.7209302325581395,0.5723404255319149,0.9355555555555556,0.6767220902612826,0.503015873015873,0.7167758186397984,0.3060079901659496
0.0,0.25,Cars,DTD,EuroSAT,GTSRB,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6117398333540605,0.4728723404255319,0.5288888888888889,0.3782264449722882,0.5171428571428571,0.6294206549118387,0.3105024585125999
0.5,0.25,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6686979231438875,0.5319148936170213,0.7555555555555555,0.5223277909738717,0.5153968253968254,0.6297229219143576,0.7370928088506453
0.75,0.25,Cars,DTD,EuroSAT,GTSRB,SVHN,0.7104837706752891,0.5686170212765957,0.8625925925925926,0.6725257323832146,0.4817460317460317,0.613198992443325,0.916218500307314
1.0,0.25,Cars,DTD,EuroSAT,GTSRB,SVHN,0.7262778261410272,0.574468085106383,0.8814814814814815,0.7785431512272367,0.4317460317460317,0.5794458438287153,0.9542486170866624
0.0,0.5,Cars,DTD,EuroSAT,GTSRB,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6159681631637856,0.476063829787234,0.5688888888888889,0.3817893903404592,0.52,0.6307808564231738,0.3516057160417947
0.5,0.5,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6732993408780003,0.5202127659574468,0.7692592592592593,0.5254948535233571,0.5141269841269841,0.6294710327455919,0.7664413030116779
0.75,0.5,Cars,DTD,EuroSAT,GTSRB,SVHN,0.7061310782241015,0.5579787234042554,0.8455555555555555,0.6688836104513064,0.4765079365079365,0.6080604534005037,0.9189843269821758
1.0,0.5,Cars,DTD,EuroSAT,GTSRB,SVHN,0.7138415619947768,0.5521276595744681,0.8603703703703703,0.7629453681710214,0.4211111111111111,0.5680100755667506,0.9535571604179472
0.0,0.75,Cars,DTD,EuroSAT,GTSRB,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6093769431662729,0.4675531914893617,0.5455555555555556,0.3717339667458432,0.5166666666666667,0.6297229219143576,0.3062768899815611
0.5,0.75,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6628528789951499,0.5127659574468085,0.7422222222222222,0.4977038796516231,0.5222222222222223,0.6305793450881612,0.698179164105716
0.75,0.75,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6985449570948887,0.5420212765957447,0.8285185185185185,0.6251781472684086,0.4968253968253968,0.6181863979848866,0.8818377381684082
1.0,0.75,Cars,DTD,EuroSAT,GTSRB,SVHN,0.7127222982216143,0.5611702127659575,0.8592592592592593,0.7320665083135391,0.4509523809523809,0.590176322418136,0.9393054701905348
0.0,1.0,Cars,DTD,EuroSAT,GTSRB,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6006715582638975,0.4590425531914893,0.4925925925925926,0.3634996041171813,0.513015873015873,0.6283123425692695,0.2576060233558697
0.5,1.0,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6504166148488993,0.502127659574468,0.697037037037037,0.4700712589073634,0.5236507936507937,0.6316372795969774,0.6122080516287646
0.75,1.0,Cars,DTD,EuroSAT,GTSRB,SVHN,0.6852381544584008,0.5356382978723404,0.8062962962962963,0.5904196357878068,0.5087301587301587,0.6261460957178842,0.8239474492931776
1.0,1.0,Cars,DTD,EuroSAT,GTSRB,SVHN,0.708493968411889,0.5622340425531915,0.8511111111111112,0.703562945368171,0.4782539682539682,0.6081612090680101,0.9153349723417332
0.0,0.25,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6158438005223231,0.474468085106383,0.5637037037037037,0.2916072842438638,0.6415873015873016,0.6696725440806045,0.1147818070067609
0.5,0.25,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6672055714463375,0.5218085106382979,0.8385185185185186,0.2984956452889944,0.7584126984126984,0.7047858942065491,0.1434772587584511
0.75,0.25,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6899639348339759,0.5457446808510639,0.9411111111111112,0.3019794140934283,0.840952380952381,0.7202518891687657,0.1602258758451137
1.0,0.25,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6991667703022012,0.573404255319149,0.964074074074074,0.3058590657165479,0.8593650793650793,0.7153652392947103,0.1609173325138291
0.0,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6206939435393608,0.4723404255319149,0.5822222222222222,0.2909738717339667,0.6519047619047619,0.6696725440806045,0.1190457897971727
0.5,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6709364506902127,0.5132978723404256,0.855925925925926,0.2946159936658749,0.763015873015873,0.7017632241813602,0.1410571604179471
0.75,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6959333416241761,0.5425531914893617,0.937037037037037,0.2964370546318289,0.8395238095238096,0.7132493702770781,0.1498924400737553
1.0,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6965551548314887,0.551063829787234,0.9555555555555556,0.2952494061757719,0.8525396825396825,0.6997984886649874,0.1421711739397664
0.0,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.614351448824773,0.4702127659574468,0.5611111111111111,0.2903404592240697,0.6322222222222222,0.6645340050377834,0.1160878918254456
0.5,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.66683248352195,0.5053191489361702,0.8151851851851852,0.2921615201900237,0.741904761904762,0.6953652392947103,0.136639520590043
0.75,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6935704514363885,0.5324468085106383,0.925925925925926,0.2919239904988123,0.8247619047619048,0.7078589420654912,0.1438229870928088
1.0,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.7019027484143763,0.55,0.9455555555555556,0.2925574030087094,0.8515873015873016,0.7064987405541562,0.1414028887523048
0.0,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6048998880736227,0.4622340425531915,0.5237037037037037,0.2904988123515439,0.6111111111111112,0.6585894206549119,0.1121312231100184
0.5,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6578783733366497,0.5015957446808511,0.7581481481481481,0.2939825811559778,0.7161904761904762,0.6890680100755667,0.1352566072526121
0.75,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.6831239895535381,0.527127659574468,0.905925925925926,0.2947743467933492,0.7961904761904762,0.7017632241813602,0.1462814996926859
1.0,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.7020271110558388,0.5452127659574468,0.9403703703703704,0.2965954077593032,0.8417460317460318,0.7110327455919395,0.1506607252612169
0.0,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.612859097127223,0.4734042553191489,0.5611111111111111,0.2977830562153603,0.6361904761904762,0.6318387909319899,0.252919483712354
0.5,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6647183186170874,0.5207446808510638,0.8159259259259259,0.3095803642121932,0.756031746031746,0.6307304785894207,0.6377535341118623
0.75,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6958089789827135,0.551595744680851,0.9311111111111112,0.3198733174980205,0.8393650793650793,0.6160201511335013,0.8559081130915795
1.0,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.7032707374704639,0.5648936170212766,0.9507407407407408,0.3221694378463974,0.8568253968253968,0.5842821158690177,0.9240550092194224
0.0,0.5,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6173361522198731,0.4686170212765957,0.59,0.2963578780680918,0.6415873015873016,0.6330478589420655,0.284419176398279
0.5,0.5,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6698171869170502,0.5138297872340426,0.8366666666666667,0.3103721298495645,0.7606349206349207,0.630831234256927,0.6578441917639828
0.75,0.5,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6969282427558762,0.5404255319148936,0.9288888888888888,0.3209817893903404,0.8350793650793651,0.6118387909319899,0.8519130301167793
1.0,0.5,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6961820669071012,0.5430851063829787,0.9466666666666668,0.3125890736342043,0.8498412698412698,0.5773803526448362,0.9159496004917024
0.0,0.75,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6109936575052854,0.4632978723404255,0.5548148148148148,0.2956452889944576,0.6257142857142857,0.6327959697732998,0.2489628149969268
0.5,0.75,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6614848899390623,0.5010638297872341,0.7996296296296296,0.3068091844813935,0.7341269841269841,0.6334508816120907,0.5781730178242164
0.75,0.75,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6935704514363885,0.5319148936170213,0.9125925925925926,0.3178939034045922,0.8196825396825397,0.619345088161209,0.7859173325138291
1.0,0.75,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6999129461509762,0.5420212765957447,0.9422222222222222,0.3140934283452098,0.8496825396825397,0.5990931989924433,0.8831438229870928
0.0,1.0,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6027857231687601,0.4601063829787234,0.5285185185185185,0.2955661124307205,0.6084126984126984,0.63088161209068,0.2143515673017824
0.5,1.0,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6499191642830494,0.4925531914893617,0.7503703703703704,0.3050673000791765,0.7092063492063492,0.6350629722921914,0.4889751075599262
0.75,1.0,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6839945280437757,0.5255319148936171,0.8896296296296297,0.3147268408551069,0.7901587301587302,0.6283627204030227,0.7158881376767056
1.0,1.0,Cars,DTD,EuroSAT,RESISC45,SVHN,0.6997885835095138,0.5462765957446809,0.934074074074074,0.3233570863024544,0.8361904761904762,0.6126952141057934,0.8436539643515673
0.0,0.25,Cars,DTD,EuroSAT,SUN397,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,EuroSAT,SUN397,SVHN,0.614102723541848,0.476063829787234,0.5344444444444445,0.3022961203483769,0.5284126984126984,0.6683123425692695,0.2539182544560541
0.5,0.25,Cars,DTD,EuroSAT,SUN397,SVHN,0.66782738465365,0.527127659574468,0.7603703703703704,0.3205067300079177,0.539047619047619,0.7049874055415617,0.6681007990165949
0.75,0.25,Cars,DTD,EuroSAT,SUN397,SVHN,0.7020271110558388,0.5659574468085107,0.892962962962963,0.3368171021377672,0.5123809523809524,0.7222670025188916,0.8866011063306699
1.0,0.25,Cars,DTD,EuroSAT,SUN397,SVHN,0.7104837706752891,0.5845744680851064,0.922962962962963,0.3414093428345209,0.459047619047619,0.7244332493702771,0.9483328211432084
0.0,0.5,Cars,DTD,EuroSAT,SUN397,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,EuroSAT,SUN397,SVHN,0.6208183061808232,0.475,0.5607407407407408,0.3020585906571655,0.5314285714285715,0.6689672544080605,0.2877612169637369
0.5,0.5,Cars,DTD,EuroSAT,SUN397,SVHN,0.6757865937072504,0.524468085106383,0.784074074074074,0.3235946159936659,0.5384126984126985,0.7025188916876575,0.6960279655808236
0.75,0.5,Cars,DTD,EuroSAT,SUN397,SVHN,0.7066285287899515,0.5670212765957446,0.8903703703703704,0.3343626286619161,0.503015873015873,0.7148110831234257,0.8917486170866625
1.0,0.5,Cars,DTD,EuroSAT,SUN397,SVHN,0.7056336276582514,0.5702127659574469,0.9166666666666666,0.3372129849564529,0.4473015873015873,0.7092695214105793,0.9453749231714812
0.0,0.75,Cars,DTD,EuroSAT,SUN397,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,EuroSAT,SUN397,SVHN,0.6147245367491605,0.4686170212765957,0.5370370370370371,0.3011084718923199,0.5288888888888889,0.6639798488664987,0.2508066994468346
0.5,0.75,Cars,DTD,EuroSAT,SUN397,SVHN,0.667578659370725,0.5101063829787233,0.7525925925925926,0.3180522565320665,0.5415873015873016,0.6957682619647355,0.6120543945912723
0.75,0.75,Cars,DTD,EuroSAT,SUN397,SVHN,0.7026489242631514,0.55,0.87,0.3321456848772763,0.5204761904761904,0.7116876574307305,0.8304778733866011
1.0,0.75,Cars,DTD,EuroSAT,SUN397,SVHN,0.7108568585996766,0.5702127659574469,0.9085185185185184,0.336104513064133,0.4812698412698413,0.7123425692695214,0.9203672403196066
0.0,1.0,Cars,DTD,EuroSAT,SUN397,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,EuroSAT,SUN397,SVHN,0.6046511627906976,0.4632978723404255,0.4977777777777777,0.2997624703087886,0.5241269841269841,0.6585894206549119,0.2125460971112477
0.5,1.0,Cars,DTD,EuroSAT,SUN397,SVHN,0.6561372963561746,0.5042553191489362,0.697037037037037,0.3148851939825811,0.5430158730158731,0.6890680100755667,0.5148663183773817
0.75,1.0,Cars,DTD,EuroSAT,SUN397,SVHN,0.6930730008705385,0.5425531914893617,0.835925925925926,0.3278701504354711,0.5285714285714286,0.7058942065491184,0.7546865396435156
1.0,1.0,Cars,DTD,EuroSAT,SUN397,SVHN,0.7139659246362393,0.5723404255319149,0.9014814814814814,0.3386381631037213,0.5050793650793651,0.7153148614609571,0.8826444376152428
0.0,0.25,Cars,DTD,GTSRB,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,GTSRB,RESISC45,SUN397,0.613356547693073,0.4734042553191489,0.3437037037037037,0.3600158353127474,0.6296825396825397,0.6689672544080605,0.1235018438844499
0.5,0.25,Cars,DTD,GTSRB,RESISC45,SUN397,0.666583758239025,0.526595744680851,0.4448148148148148,0.4791765637371338,0.7642857142857142,0.7033249370277078,0.1847341733251382
0.75,0.25,Cars,DTD,GTSRB,RESISC45,SUN397,0.6981718691705012,0.5691489361702128,0.5248148148148148,0.6427553444180523,0.8585714285714285,0.7193450881612091,0.2586816226183159
1.0,0.25,Cars,DTD,GTSRB,RESISC45,SUN397,0.7093645069021266,0.5914893617021276,0.5259259259259259,0.7754552652414886,0.8976190476190476,0.7132493702770781,0.322679778733866
0.0,0.5,Cars,DTD,GTSRB,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.5,Cars,DTD,GTSRB,RESISC45,SUN397,0.6178336027857232,0.4723404255319149,0.36,0.3582739509105305,0.6419047619047619,0.6699748110831234,0.1280347264904732
0.5,0.5,Cars,DTD,GTSRB,RESISC45,SUN397,0.6700659121999751,0.5218085106382979,0.4833333333333333,0.4682501979414093,0.7714285714285715,0.7016120906801008,0.1929932390903503
0.75,0.5,Cars,DTD,GTSRB,RESISC45,SUN397,0.7001616714339013,0.5638297872340425,0.5292592592592592,0.6134600158353127,0.8577777777777778,0.7153148614609571,0.266479717271051
1.0,0.5,Cars,DTD,GTSRB,RESISC45,SUN397,0.7025245616216889,0.5728723404255319,0.5266666666666666,0.7403800475059382,0.8898412698412699,0.7054408060453401,0.3106561155500922
0.0,0.75,Cars,DTD,GTSRB,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.75,Cars,DTD,GTSRB,RESISC45,SUN397,0.613356547693073,0.4680851063829787,0.3533333333333333,0.3510688836104513,0.6234920634920635,0.6646851385390429,0.1241933005531653
0.5,0.75,Cars,DTD,GTSRB,RESISC45,SUN397,0.6643452306926999,0.5127659574468085,0.4725925925925926,0.4395091053048298,0.7466666666666667,0.6948614609571788,0.1785878918254456
0.75,0.75,Cars,DTD,GTSRB,RESISC45,SUN397,0.694689715209551,0.5521276595744681,0.52,0.5611243072050673,0.8326984126984127,0.710176322418136,0.2401659496004917
1.0,0.75,Cars,DTD,GTSRB,RESISC45,SUN397,0.7068772540728765,0.5728723404255319,0.5333333333333333,0.6878859857482186,0.8784126984126984,0.7105793450881612,0.2946373693915181
0.0,1.0,Cars,DTD,GTSRB,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,1.0,Cars,DTD,GTSRB,RESISC45,SUN397,0.6065166024126353,0.4595744680851064,0.3340740740740741,0.3424386381631037,0.6007936507936508,0.6588916876574308,0.1186616472034419
0.5,1.0,Cars,DTD,GTSRB,RESISC45,SUN397,0.655018032583012,0.5010638297872341,0.4433333333333333,0.4210609659540776,0.7141269841269842,0.6882619647355164,0.1672172710510141
0.75,1.0,Cars,DTD,GTSRB,RESISC45,SUN397,0.6877254072876507,0.5414893617021277,0.5085185185185185,0.5265241488519399,0.7998412698412698,0.7047858942065491,0.2214582052858021
1.0,1.0,Cars,DTD,GTSRB,RESISC45,SUN397,0.7088670563362766,0.5707446808510638,0.5314814814814814,0.651464766429137,0.8604761904761905,0.7126952141057934,0.2831515058389674
0.0,0.25,Cars,DTD,GTSRB,RESISC45,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.25,0.25,Cars,DTD,GTSRB,RESISC45,SVHN,0.6111180201467479,0.4686170212765957,0.3466666666666667,0.3631037212984956,0.6238095238095238,0.6303274559193954,0.2855716041794714
0.5,0.25,Cars,DTD,GTSRB,RESISC45,SVHN,0.6626041537122248,0.5207446808510638,0.4548148148148148,0.4934283452098179,0.7517460317460317,0.62911838790932,0.7224569760295021
0.75,0.25,Cars,DTD,GTSRB,RESISC45,SVHN,0.7026489242631514,0.5611702127659575,0.4966666666666666,0.6474267616785432,0.8414285714285714,0.6104785894206549,0.920520897357099
