dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,dataset:6,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.8027608506404676,0.7313829787234043,0.31407407407407406,0.29231987331749804,0.45285714285714285,0.6055919395465995,0.1298017824216349
