scaling_factor,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
0.95,Cars,DTD,EuroSAT,GTSRB,RESISC45,SVHN,0.0456410894167392,0.1776595744680851,0.2414814814814815,0.4006334125098971,0.2776190476190476,0.053249370277078,0.5845881991395205
1.0,Cars,DTD,EuroSAT,GTSRB,RESISC45,SVHN,0.0289764954607635,0.1569148936170212,0.2137037037037037,0.3374505146476643,0.2257142857142857,0.0409571788413098,0.5288875230485556
0.0,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.5883596567591096,0.449468085106383,0.4051851851851852,0.3428345209817894,0.5101587301587301,0.64272040302267,0.1762062077443147
0.1,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.6284044273100361,0.4776595744680851,0.59,0.4103721298495645,0.535079365079365,0.6647355163727959,0.3543331284572833
0.15,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.6627285163536873,0.5069148936170212,0.6992592592592592,0.4975455265241488,0.5368253968253969,0.6794962216624685,0.577519975414874
0.2,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.6879741325705758,0.5276595744680851,0.7685185185185185,0.5953285827395091,0.5303174603174603,0.6862468513853904,0.7194222495390289
0.25,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.6991667703022012,0.549468085106383,0.8107407407407408,0.6862232779097387,0.513015873015873,0.6888664987405542,0.8058543331284573
0.3,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.7086183310533516,0.551063829787234,0.8174074074074074,0.7619160728424387,0.4876190476190476,0.6872544080604533,0.8657037492317148
0.35,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.7078721552045766,0.5388297872340425,0.81,0.8068883610451306,0.4555555555555555,0.6791435768261965,0.8983174554394592
0.4,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.6980475065290387,0.526595744680851,0.7874074074074074,0.8365795724465558,0.4220634920634921,0.658992443324937,0.9144130301167792
0.45,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.6760353189901753,0.5,0.7518518518518519,0.8506730007917657,0.383015873015873,0.6280100755667506,0.9216349108789182
0.5,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.6432035816440741,0.4696808510638298,0.7103703703703703,0.8559778305621536,0.342063492063492,0.5809571788413098,0.923978180700676
0.55,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.5933341624176097,0.4372340425531915,0.6551851851851852,0.8491686460807601,0.3003174603174603,0.5149118387909319,0.9210971112476952
0.6000000000000001,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.5340131824399951,0.399468085106383,0.6018518518518519,0.8343626286619161,0.2655555555555555,0.4309823677581864,0.9146435156730178
0.65,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.4584006964307922,0.3569148936170213,0.5485185185185185,0.810055423594616,0.2326984126984127,0.3452392947103274,0.9039643515673018
0.7000000000000001,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.373834100236289,0.3212765957446808,0.4951851851851852,0.7803642121931909,0.1984126984126984,0.2617632241813602,0.8892516902274125
0.75,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.278945404800398,0.2819148936170212,0.45,0.7388756927949327,0.1658730158730158,0.1914357682619647,0.8679701905347265
0.8,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.1903992040790946,0.2558510638297872,0.4059259259259259,0.694061757719715,0.1407936507936508,0.1336523929471032,0.8408881376767056
0.8500000000000001,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.1226215644820296,0.2297872340425532,0.3577777777777777,0.644418052256532,0.1138095238095238,0.0905793450881612,0.8079671173939766
0.9,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.0749906728018903,0.2079787234042553,0.3133333333333333,0.5884402216943785,0.0928571428571428,0.0610075566750629,0.7719729563614014
0.95,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.0437756497948016,0.1734042553191489,0.2792592592592592,0.5280285035629454,0.0739682539682539,0.0418136020151133,0.7333666256914567
1.0,Cars,DTD,EuroSAT,GTSRB,SUN397,SVHN,0.0262405173485884,0.1574468085106383,0.2455555555555555,0.4576405384006334,0.0625396825396825,0.0280100755667506,0.6927627535341119
0.0,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.05,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.5905981843054346,0.44680851063829785,0.43407407407407406,0.2927949326999208,0.5684126984126984,0.64544080604534,0.15415642286416717
0.1,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.6313891307051361,0.4787234042553192,0.6140740740740741,0.3051464766429137,0.6455555555555555,0.6685642317380353,0.2787338660110633
0.15000000000000002,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.6638477801268499,0.49840425531914895,0.7618518518518519,0.3144893111638955,0.6919047619047619,0.6828715365239295,0.4550937307928703
0.2,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.6849894291754757,0.5218085106382979,0.8614814814814815,0.32406967537608866,0.7339682539682539,0.6882619647355164,0.5985709895513215
0.25,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.7002860340753637,0.5276595744680851,0.8992592592592593,0.3321456848772763,0.7717460317460317,0.6906297229219144,0.6900737553779963
0.30000000000000004,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.7052605397338639,0.5393617021276595,0.9151851851851852,0.3375296912114014,0.7906349206349207,0.6891687657430731,0.7565304240934235
0.35000000000000003,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.7038925506777763,0.5367021276595745,0.9248148148148149,0.33174980205859067,0.7936507936507936,0.6841813602015113,0.8028580208973571
0.4,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.6944409899266261,0.5319148936170213,0.922962962962963,0.32145684877276326,0.7873015873015873,0.6699748110831234,0.8295943454210203
0.45,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.679641835592588,0.5175531914893617,0.9155555555555556,0.30292953285827395,0.7757142857142857,0.6433753148614609,0.8416564228641672
0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.6481780873025743,0.4952127659574468,0.8981481481481481,0.2796516231195566,0.7579365079365079,0.6065994962216624,0.8452289489858635
0.55,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.6114911080711354,0.4696808510638298,0.8766666666666667,0.2484560570071259,0.7314285714285714,0.5546095717884131,0.8382759680393362
0.6000000000000001,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.561621688844671,0.43882978723404253,0.8377777777777777,0.22019002375296912,0.7044444444444444,0.48836272040302264,0.8237937922556853
0.65,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.4974505658500187,0.40106382978723404,0.7907407407407407,0.18725257323832145,0.6717460317460318,0.41632241813602017,0.8010141364474493
0.7000000000000001,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.42295734361397835,0.36329787234042554,0.7325925925925926,0.1547901821060966,0.6322222222222222,0.34060453400503776,0.7670559311616472
0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.33366496704390003,0.3351063829787234,0.6451851851851852,0.12684085510688836,0.5815873015873015,0.26337531486146093,0.7211893054701906
0.8,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.24909837084939684,0.3,0.5485185185185185,0.11393507521773555,0.5273015873015873,0.19974811083123425,0.6704440688383528
0.8500000000000001,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.16987936823778138,0.2691489361702128,0.46296296296296297,0.10902612826603325,0.476984126984127,0.14670025188916877,0.6102873386601106
0.9,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.10608133316751647,0.23882978723404255,0.38037037037037036,0.10197941409342834,0.42333333333333334,0.10579345088161209,0.5459434542102028
0.9500000000000001,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.06317622186295237,0.21223404255319148,0.31333333333333335,0.09825811559778305,0.3634920634920635,0.07481108312342569,0.47564535955746773
1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,SVHN,0.036935704514363885,0.18936170212765957,0.2588888888888889,0.09556611243072051,0.31444444444444447,0.05309823677581864,0.41187768899815613
0.0,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.05,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.5915930854371347,0.44627659574468087,0.3088888888888889,0.33467933491686463,0.5565079365079365,0.6446347607052897,0.16591118623232945
0.1,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.6308916801392862,0.475,0.397037037037037,0.39667458432304037,0.6325396825396825,0.6659949622166247,0.34503687768899816
0.15000000000000002,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.6623554284292998,0.4973404255319149,0.46555555555555556,0.4828978622327791,0.6841269841269841,0.6802015113350126,0.5822833435771358
0.2,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.6825021763462256,0.5212765957446809,0.4748148148148148,0.5809184481393508,0.7252380952380952,0.6865994962216625,0.7306776275353412
0.25,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.6975500559631886,0.5393617021276595,0.46,0.6738717339667458,0.7552380952380953,0.6884634760705289,0.8133835279655808
0.30000000000000004,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.7014052978485263,0.5484042553191489,0.42407407407407405,0.7482185273159145,0.7741269841269841,0.684433249370277,0.8691226183159189
0.35000000000000003,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.6991667703022012,0.5404255319148936,0.3874074074074074,0.7931908155186065,0.7763492063492063,0.6725944584382871,0.9013905961893055
0.4,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.6853625170998632,0.526595744680851,0.3496296296296296,0.8262074425969913,0.7655555555555555,0.6490680100755668,0.9190227412415488
0.45,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.6627285163536873,0.49627659574468086,0.3125925925925926,0.8482185273159145,0.7422222222222222,0.611536523929471,0.925361094038107
0.5,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.6241760975003109,0.46117021276595743,0.2625925925925926,0.855027711797308,0.7014285714285714,0.5582367758186398,0.9267824216349109
0.55,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.5733117771421465,0.42659574468085104,0.2237037037037037,0.846714172604909,0.6558730158730158,0.48937027707808567,0.9236708666256914
0.6000000000000001,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.5016788956597438,0.38351063829787235,0.20296296296296296,0.8334916864608076,0.5955555555555555,0.40977329974811083,0.9159880147510756
0.65,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.41935082701156573,0.3377659574468085,0.19407407407407407,0.8098178939034046,0.5255555555555556,0.32700251889168763,0.905039950829748
0.7000000000000001,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.33540604402437507,0.30638297872340425,0.17444444444444446,0.7812351543942992,0.4587301587301587,0.24947103274559193,0.8876767055931162
0.75,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.24337768934212162,0.28085106382978725,0.16074074074074074,0.7494061757719715,0.3898412698412698,0.18065491183879093,0.8647818070067609
0.8,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.16179579654271856,0.24361702127659574,0.1474074074074074,0.7089469517022962,0.32317460317460317,0.13148614609571788,0.8364704978488015
0.8500000000000001,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.10185300335779132,0.21808510638297873,0.1374074074074074,0.6657957244655582,0.2673015873015873,0.09198992443324937,0.801359864781807
0.9,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.06280313393856486,0.1898936170212766,0.13111111111111112,0.6211401425178147,0.22238095238095237,0.06347607052896725,0.7599108789182545
0.9500000000000001,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.03556771545827633,0.16808510638297872,0.12814814814814815,0.5759303246239114,0.17904761904761904,0.0452896725440806,0.7139290104486785
1.0,Cars,DTD,GTSRB,RESISC45,SUN397,SVHN,0.023007088670563364,0.15053191489361703,0.1262962962962963,0.5247030878859857,0.146984126984127,0.03153652392947103,0.6639136447449293
0.0,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.05,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5873647556274095,0.41914893617021276,0.44,0.3428345209817894,0.563968253968254,0.6453904282115869,0.17801167793484943
0.1,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6267877129710235,0.4228723404255319,0.617037037037037,0.41361836896278703,0.6373015873015873,0.666801007556675,0.3465734480639213
0.15000000000000002,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6576296480537247,0.41595744680851066,0.7562962962962962,0.498812351543943,0.6855555555555556,0.6797984886649874,0.5502074370006146
0.2,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6790200223852755,0.4106382978723404,0.8385185185185186,0.5826603325415677,0.7228571428571429,0.6835768261964735,0.6840043023970498
0.25,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6880984952120383,0.4074468085106383,0.8751851851851852,0.6679334916864608,0.7507936507936508,0.6846851385390428,0.7662492317148125
0.30000000000000004,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6908344733242134,0.3898936170212766,0.8818518518518519,0.7281076801266825,0.7660317460317461,0.6816120906801008,0.8243315918869084
0.35000000000000003,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6894664842681258,0.3659574468085106,0.8644444444444445,0.7681710213776722,0.7625396825396825,0.6694206549118388,0.8602873386601106
0.4,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6705633627658252,0.3393617021276596,0.8429629629629629,0.7933491686460807,0.7515873015873016,0.6461460957178842,0.8771896127842655
0.45,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6489242631513493,0.30319148936170215,0.8174074074074074,0.7984956452889944,0.7309523809523809,0.6097229219143577,0.8829901659496004
0.5,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6099987563735854,0.2734042553191489,0.7711111111111111,0.796437054631829,0.7038095238095238,0.5575314861460957,0.8790334972341733
0.55,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5567715458276333,0.24148936170212765,0.7140740740740741,0.7821852731591449,0.6744444444444444,0.48790931989924435,0.8681238475722188
0.6000000000000001,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.4919786096256685,0.22074468085106383,0.6522222222222223,0.7589865399841647,0.6403174603174603,0.41178841309823677,0.8520666871542717
0.65,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.412510881731128,0.19574468085106383,0.5903703703703703,0.7247030878859857,0.6012698412698413,0.33692695214105794,0.8296711739397664
0.7000000000000001,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.3260788459146872,0.175,0.5218518518518519,0.6861441013460016,0.5507936507936508,0.2616624685138539,0.7977873386601106
0.75,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.23367740330804626,0.15319148936170213,0.4588888888888889,0.6417260490894695,0.5011111111111111,0.19894206549118387,0.7589121081745543
0.8,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.16104962069394355,0.13297872340425532,0.3837037037037037,0.5878068091844814,0.44873015873015876,0.1476574307304786,0.7143899815611555
0.8500000000000001,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.10011192637731625,0.1202127659574468,0.31777777777777777,0.5327790973871734,0.3915873015873016,0.10443324937027708,0.6634526736324524
0.9,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.06230568337271484,0.10904255319148937,0.26481481481481484,0.46920031670625495,0.3333333333333333,0.0745088161209068,0.6062538414259373
0.9500000000000001,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.036935704514363885,0.09521276595744681,0.2285185185185185,0.40300870942201106,0.2746031746031746,0.05455919395465995,0.5432160417947142
1.0,Cars,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.023007088670563364,0.08404255319148936,0.2,0.33665874901029297,0.22666666666666666,0.040100755667506295,0.48117701290719117
0.0,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.05,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5631140405422211,0.4473404255319149,0.4292592592592593,0.340221694378464,0.5658730158730159,0.6439294710327456,0.18000921942224954
0.1,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5789080960079592,0.475,0.6211111111111111,0.4065716547901821,0.6387301587301587,0.6669521410579345,0.35029963122311003
0.15000000000000002,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5858724039298595,0.4978723404255319,0.7614814814814815,0.4925574030087094,0.683968253968254,0.6792947103274559,0.5601951444376152
0.2,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5828877005347594,0.5154255319148936,0.8492592592592593,0.579334916864608,0.7193650793650793,0.6842317380352645,0.6945682237246465
0.25,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5738092277079965,0.5202127659574468,0.8792592592592593,0.6623911322248615,0.7496825396825397,0.6833249370277078,0.7728564843269822
0.30000000000000004,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5566471831861709,0.5223404255319148,0.8803703703703704,0.7260490894695171,0.7609523809523809,0.6778337531486146,0.8274815611555009
0.35000000000000003,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5314015669692824,0.5127659574468085,0.8681481481481481,0.764449722882027,0.7601587301587301,0.6674055415617128,0.8579056545789797
0.4,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.5037930605646064,0.49414893617021277,0.8503703703703703,0.7857482185273159,0.7438095238095238,0.6431738035264484,0.8732329440688383
0.45,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.4643701032209924,0.47127659574468084,0.8307407407407408,0.7930324623911322,0.7236507936507937,0.6055919395465995,0.8762292562999385
0.5,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.4138788707872155,0.4430851063829787,0.7955555555555556,0.782264449722882,0.7,0.5534005037783375,0.8707744314689613
0.55,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.3549309787339883,0.4074468085106383,0.7366666666666667,0.7640538400633412,0.6685714285714286,0.48619647355163725,0.859480639213276
0.6000000000000001,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.29486382290759855,0.3718085106382979,0.6662962962962963,0.7367379255740301,0.6338095238095238,0.4117380352644836,0.8378149969268592
