scaling_factor,k,dataset:0,dataset:1,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
0.25,0.75,Cars,EuroSAT,0.5346349956473075,0.39787234042553193,0.21185185185185185,0.26658749010292954,0.44603174603174606,0.6084130982367758,0.08981253841425937
0.5,0.75,Cars,EuroSAT,0.53376445715707,0.3973404255319149,0.20185185185185187,0.2688044338875693,0.4450793650793651,0.6060453400503778,0.09027350952673632
0.75,0.75,Cars,EuroSAT,0.5347593582887701,0.39680851063829786,0.19444444444444445,0.271021377672209,0.44301587301587303,0.6041813602015114,0.09019668100799016
1.0,0.75,Cars,EuroSAT,0.533018281308295,0.3930851063829787,0.1925925925925926,0.27300079176563735,0.4423809523809524,0.6037783375314861,0.09015826674861709
0.0,1.0,Cars,EuroSAT,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,1.0,Cars,EuroSAT,0.5343862703643826,0.3973404255319149,0.21074074074074073,0.26619160728424385,0.44587301587301587,0.6085642317380353,0.08942839582052858
0.5,1.0,Cars,EuroSAT,0.5338888197985325,0.3973404255319149,0.20222222222222222,0.2683293745051465,0.4450793650793651,0.6063979848866499,0.08969729563614014
0.75,1.0,Cars,EuroSAT,0.534510633005845,0.39787234042553193,0.19666666666666666,0.2709422011084719,0.44396825396825396,0.6048866498740554,0.08962046711739398
1.0,1.0,Cars,EuroSAT,0.53376445715707,0.39574468085106385,0.19407407407407407,0.2720506730007918,0.44253968253968257,0.6035768261964736,0.08946681007990166
0.0,0.25,Cars,GTSRB,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.25,Cars,GTSRB,0.5362517099863201,0.39893617021276595,0.21777777777777776,0.26326207442596994,0.4477777777777778,0.6105793450881613,0.08904425322679779
0.5,0.25,Cars,GTSRB,0.5361273473448576,0.39787234042553193,0.21814814814814815,0.2627870150435471,0.4471428571428571,0.6102770780856424,0.08919791026429011
0.75,0.25,Cars,GTSRB,0.5355055341375451,0.3973404255319149,0.21851851851851853,0.26270783847981,0.44666666666666666,0.6101259445843829,0.08908266748617087
1.0,0.25,Cars,GTSRB,0.5353811714960826,0.39680851063829786,0.21851851851851853,0.26239113222486143,0.44666666666666666,0.6100251889168766,0.08904425322679779
0.0,0.5,Cars,GTSRB,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.5,Cars,GTSRB,0.5353811714960826,0.3984042553191489,0.22148148148148147,0.2569279493269992,0.44746031746031745,0.610831234256927,0.08777658266748617
0.5,0.5,Cars,GTSRB,0.5353811714960826,0.39680851063829786,0.22407407407407406,0.2517814726840855,0.4471428571428571,0.6102770780856424,0.08631684081130916
0.75,0.5,Cars,GTSRB,0.53227210545952,0.39787234042553193,0.22814814814814816,0.24560570071258908,0.44936507936507936,0.610176322418136,0.08574062692071296
1.0,0.5,Cars,GTSRB,0.5302823031961199,0.3962765957446808,0.23074074074074075,0.2407759303246239,0.45111111111111113,0.6099244332493703,0.08447295636140136
0.0,0.75,Cars,GTSRB,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.75,Cars,GTSRB,0.5343862703643826,0.3984042553191489,0.22296296296296297,0.2552652414885194,0.44746031746031745,0.611183879093199,0.08739244007375538
0.5,0.75,Cars,GTSRB,0.5338888197985325,0.3973404255319149,0.22777777777777777,0.24837688044338876,0.44603174603174606,0.6104282115869017,0.0860479409956976
0.75,0.75,Cars,GTSRB,0.53077975376197,0.39680851063829786,0.23333333333333334,0.24061757719714966,0.44682539682539685,0.6095214105793451,0.08470344191763983
1.0,0.75,Cars,GTSRB,0.5272975998010198,0.3973404255319149,0.2362962962962963,0.23428345209817894,0.44746031746031745,0.6090176322418136,0.0840119852489244
0.0,1.0,Cars,GTSRB,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,1.0,Cars,GTSRB,0.5346349956473075,0.39787234042553193,0.22407407407407406,0.25637371338083925,0.446984126984127,0.6110327455919395,0.08727719729563614
0.5,1.0,Cars,GTSRB,0.53426190772292,0.39680851063829786,0.22703703703703704,0.24908946951702296,0.44682539682539685,0.6107304785894206,0.08581745543945912
0.75,1.0,Cars,GTSRB,0.5321477428180574,0.39680851063829786,0.23037037037037036,0.24299287410926365,0.44634920634920633,0.6100755667506297,0.08466502765826675
1.0,1.0,Cars,GTSRB,0.5289143141400323,0.39787234042553193,0.2374074074074074,0.23634204275534443,0.4471428571428571,0.6096221662468514,0.08374308543331284
0.0,0.25,Cars,RESISC45,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.25,Cars,RESISC45,0.5366247979107076,0.399468085106383,0.21888888888888888,0.26357878068091845,0.4477777777777778,0.6110327455919395,0.08896742470805163
0.5,0.25,Cars,RESISC45,0.5366247979107076,0.39893617021276595,0.21888888888888888,0.2634204275534442,0.44761904761904764,0.6107808564231738,0.08892901044867856
0.75,0.25,Cars,RESISC45,0.5366247979107076,0.39893617021276595,0.21962962962962962,0.26365795724465557,0.44761904761904764,0.6109319899244332,0.08881376767055932
1.0,0.25,Cars,RESISC45,0.5366247979107076,0.399468085106383,0.21925925925925926,0.26334125098970707,0.4479365079365079,0.6110327455919395,0.08873693915181315
0.0,0.5,Cars,RESISC45,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.5,Cars,RESISC45,0.5357542594204701,0.399468085106383,0.21666666666666667,0.26334125098970707,0.4450793650793651,0.6091183879093199,0.08739244007375538
0.5,0.5,Cars,RESISC45,0.5343862703643826,0.3984042553191489,0.21925925925925926,0.2625494853523357,0.4438095238095238,0.6074055415617129,0.08612476951444376
0.75,0.5,Cars,RESISC45,0.5341375450814575,0.39787234042553193,0.21888888888888888,0.26239113222486143,0.44047619047619047,0.6058438287153652,0.08501075599262446
1.0,0.5,Cars,RESISC45,0.5316502922522074,0.3962765957446808,0.21814814814814815,0.26270783847981,0.43793650793650796,0.603727959697733,0.08416564228641672
0.0,0.75,Cars,RESISC45,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.75,Cars,RESISC45,0.5347593582887701,0.3962765957446808,0.21851851851851853,0.2634996041171813,0.44412698412698415,0.6088664987405542,0.08746926859250154
0.5,0.75,Cars,RESISC45,0.53376445715707,0.3973404255319149,0.22,0.26334125098970707,0.44222222222222224,0.6067002518891688,0.08647049784880148
0.75,0.75,Cars,RESISC45,0.5325208307424449,0.3930851063829787,0.21481481481481482,0.2629453681710214,0.43682539682539684,0.6046851385390428,0.08508758451137062
1.0,0.75,Cars,RESISC45,0.5291630394229574,0.3925531914893617,0.21407407407407408,0.2618368962787015,0.43317460317460316,0.6028715365239294,0.0843961278426552
0.0,1.0,Cars,RESISC45,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,1.0,Cars,RESISC45,0.5357542594204701,0.39787234042553193,0.21888888888888888,0.2634204275534442,0.4452380952380952,0.6086649874055415,0.08743085433312846
0.5,1.0,Cars,RESISC45,0.5347593582887701,0.3984042553191489,0.21962962962962962,0.2630245447347585,0.4419047619047619,0.6070528967254408,0.08631684081130916
0.75,1.0,Cars,RESISC45,0.5336400945156076,0.3952127659574468,0.2174074074074074,0.2630245447347585,0.43936507936507935,0.6057430730478589,0.08508758451137062
1.0,1.0,Cars,RESISC45,0.5316502922522074,0.3952127659574468,0.21518518518518517,0.2618368962787015,0.43507936507936507,0.6036775818639798,0.08412722802704364
0.0,0.25,Cars,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.25,Cars,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.5,0.25,Cars,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.75,0.25,Cars,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
1.0,0.25,Cars,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.0,0.5,Cars,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.5,Cars,SUN397,0.5353811714960826,0.399468085106383,0.21925925925925926,0.2634996041171813,0.44841269841269843,0.609823677581864,0.08862169637369391
0.5,0.5,Cars,SUN397,0.53326700659122,0.4021276595744681,0.21851851851851853,0.26270783847981,0.44952380952380955,0.6089672544080604,0.08842962507682851
0.75,0.5,Cars,SUN397,0.5325208307424449,0.4015957446808511,0.21777777777777776,0.26239113222486143,0.4496825396825397,0.607808564231738,0.08804548248309772
1.0,0.5,Cars,SUN397,0.5292874020644198,0.39893617021276595,0.21666666666666667,0.2620744259699129,0.45206349206349206,0.606448362720403,0.08769975414874001
0.0,0.75,Cars,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.75,Cars,SUN397,0.5343862703643826,0.400531914893617,0.2174074074074074,0.26326207442596994,0.4488888888888889,0.6103274559193954,0.08892901044867856
0.5,0.75,Cars,SUN397,0.5302823031961199,0.4021276595744681,0.21777777777777776,0.26262866191607287,0.4506349206349206,0.6092191435768262,0.08915949600491703
0.75,0.75,Cars,SUN397,0.5271732371595572,0.4,0.21777777777777776,0.26239113222486143,0.45174603174603173,0.607455919395466,0.08927473878303627
1.0,0.75,Cars,SUN397,0.5238154458400697,0.39893617021276595,0.21518518518518517,0.26199524940617575,0.4541269841269841,0.6057934508816121,0.08935156730178243
0.0,1.0,Cars,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,1.0,Cars,SUN397,0.5346349956473075,0.400531914893617,0.21703703703703703,0.26334125098970707,0.44873015873015876,0.610176322418136,0.08892901044867856
0.5,1.0,Cars,SUN397,0.5321477428180574,0.40106382978723404,0.21851851851851853,0.26318289786223276,0.4496825396825397,0.6086146095717884,0.08900583896742471
0.75,1.0,Cars,SUN397,0.5287899514985698,0.40106382978723404,0.21666666666666667,0.2620744259699129,0.45126984126984127,0.6076574307304786,0.08919791026429011
1.0,1.0,Cars,SUN397,0.5246859843303072,0.399468085106383,0.21592592592592594,0.2618368962787015,0.45396825396825397,0.6065491183879094,0.08931315304240935
0.0,0.25,Cars,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.25,Cars,SVHN,0.5369978858350951,0.4,0.21888888888888888,0.26326207442596994,0.44761904761904764,0.6108816120906801,0.08873693915181315
0.5,0.25,Cars,SVHN,0.5382415122497202,0.400531914893617,0.21888888888888888,0.26326207442596994,0.4477777777777778,0.6107304785894206,0.08812231100184388
0.75,0.25,Cars,SVHN,0.5383658748911827,0.4015957446808511,0.21962962962962962,0.2627870150435471,0.44952380952380955,0.6106801007556675,0.0878918254456054
1.0,0.25,Cars,SVHN,0.5387389628155702,0.4031914893617021,0.21851851851851853,0.26167854315122724,0.4496825396825397,0.6105793450881613,0.08750768285187462
0.0,0.5,Cars,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.5,Cars,SVHN,0.5353811714960826,0.40372340425531916,0.21407407407407408,0.26468725257323833,0.45095238095238094,0.6104282115869017,0.08670098340503996
0.5,0.5,Cars,SVHN,0.5340131824399951,0.4047872340425532,0.2111111111111111,0.26516231195566115,0.4534920634920635,0.610176322418136,0.08458819913952059
0.75,0.5,Cars,SVHN,0.5323964681009825,0.4053191489361702,0.20814814814814814,0.26508313539192396,0.4552380952380952,0.610176322418136,0.08232175783650891
1.0,0.5,Cars,SVHN,0.5302823031961199,0.40585106382978725,0.20592592592592593,0.26500395882818684,0.4585714285714286,0.6103778337531486,0.0808620159803319
0.0,0.75,Cars,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.75,Cars,SVHN,0.5338888197985325,0.4021276595744681,0.21555555555555556,0.26516231195566115,0.4506349206349206,0.6097229219143577,0.08558696988322065
0.5,0.75,Cars,SVHN,0.5297848526302699,0.40106382978723404,0.21259259259259258,0.2664291369754553,0.45365079365079364,0.6097229219143577,0.08193761524277812
0.75,0.75,Cars,SVHN,0.5272975998010198,0.40425531914893614,0.21037037037037037,0.26595407759303247,0.4573015873015873,0.609823677581864,0.0795559311616472
1.0,0.75,Cars,SVHN,0.5235667205571446,0.4047872340425532,0.20666666666666667,0.2669833729216152,0.4576190476190476,0.6083123425692695,0.07744314689612784
0.0,1.0,Cars,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,1.0,Cars,SVHN,0.53426190772292,0.40106382978723404,0.21666666666666667,0.2649247822644497,0.45015873015873015,0.6095717884130982,0.08558696988322065
0.5,1.0,Cars,SVHN,0.5321477428180574,0.4021276595744681,0.21296296296296297,0.2672209026128266,0.4523809523809524,0.6100755667506297,0.08189920098340504
0.75,1.0,Cars,SVHN,0.5295361273473449,0.4053191489361702,0.2111111111111111,0.2668250197941409,0.4550793650793651,0.6094710327455919,0.07947910264290105
1.0,1.0,Cars,SVHN,0.5264270613107822,0.4047872340425532,0.20851851851851852,0.26777513855898655,0.4573015873015873,0.6097229219143577,0.07702059004302397
0.0,0.25,DTD,EuroSAT,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.25,DTD,EuroSAT,0.5367491605521701,0.399468085106383,0.21814814814814815,0.26437054631828977,0.44761904761904764,0.6109319899244332,0.08919791026429011
0.5,0.25,DTD,EuroSAT,0.5374953364009452,0.39893617021276595,0.21777777777777776,0.26508313539192396,0.4473015873015873,0.6107304785894206,0.0893899815611555
0.75,0.25,DTD,EuroSAT,0.5372466111180202,0.399468085106383,0.21703703703703703,0.2657165479018211,0.446984126984127,0.6107304785894206,0.08935156730178243
1.0,0.25,DTD,EuroSAT,0.5376196990424077,0.399468085106383,0.2174074074074074,0.2657957244655582,0.4471428571428571,0.6107304785894206,0.08954363859864782
0.0,0.5,DTD,EuroSAT,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.5,DTD,EuroSAT,0.5351324462131576,0.3952127659574468,0.2137037037037037,0.26405384006334126,0.4446031746031746,0.6083123425692695,0.08923632452366319
0.5,0.5,DTD,EuroSAT,0.5316502922522074,0.3941489361702128,0.2088888888888889,0.26437054631828977,0.44634920634920633,0.6070025188916877,0.0897741241548863
0.75,0.5,DTD,EuroSAT,0.5305310284790449,0.3872340425531915,0.2088888888888889,0.263895486935867,0.44492063492063494,0.6043828715365239,0.08965888137676706
1.0,0.5,DTD,EuroSAT,0.5276706877254073,0.38457446808510637,0.20555555555555555,0.2622327790973872,0.44603174603174606,0.6011083123425692,0.08950522433927474
0.0,0.75,DTD,EuroSAT,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.75,DTD,EuroSAT,0.5341375450814575,0.39680851063829786,0.2114814814814815,0.26405384006334126,0.4442857142857143,0.6077581863979848,0.08923632452366319
0.5,0.75,DTD,EuroSAT,0.5304066658375823,0.39148936170212767,0.20629629629629628,0.26357878068091845,0.44365079365079363,0.6066498740554156,0.08915949600491703
0.75,0.75,DTD,EuroSAT,0.5301579405546574,0.38670212765957446,0.20185185185185187,0.26239113222486143,0.44126984126984126,0.6042821158690176,0.08900583896742471
1.0,0.75,DTD,EuroSAT,0.5274219624424823,0.38138297872340426,0.1988888888888889,0.2596991290577989,0.44142857142857145,0.6006045340050378,0.08846803933620159
0.0,1.0,DTD,EuroSAT,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,1.0,DTD,EuroSAT,0.5346349956473075,0.39680851063829786,0.2114814814814815,0.26429136975455264,0.4442857142857143,0.6080100755667507,0.08915949600491703
0.5,1.0,DTD,EuroSAT,0.5314015669692824,0.39148936170212767,0.20814814814814814,0.263895486935867,0.44396825396825396,0.6066498740554156,0.08915949600491703
0.75,1.0,DTD,EuroSAT,0.5291630394229574,0.3861702127659574,0.2037037037037037,0.26286619160728425,0.44253968253968257,0.6050377833753149,0.08892901044867856
1.0,1.0,DTD,EuroSAT,0.5279194130083323,0.3819148936170213,0.2011111111111111,0.2615993665874901,0.4415873015873016,0.6021662468513854,0.08862169637369391
0.0,0.25,DTD,GTSRB,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.25,DTD,GTSRB,0.5365004352692451,0.39787234042553193,0.21851851851851853,0.26326207442596994,0.4477777777777778,0.6108816120906801,0.08904425322679779
0.5,0.25,DTD,GTSRB,0.5357542594204701,0.39680851063829786,0.21777777777777776,0.26326207442596994,0.446984126984127,0.6103778337531486,0.08915949600491703
0.75,0.25,DTD,GTSRB,0.5356298967790076,0.3973404255319149,0.21851851851851853,0.26286619160728425,0.44682539682539685,0.6102267002518892,0.08904425322679779
1.0,0.25,DTD,GTSRB,0.5347593582887701,0.3973404255319149,0.21888888888888888,0.2629453681710214,0.4465079365079365,0.610176322418136,0.08896742470805163
0.0,0.5,DTD,GTSRB,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.5,DTD,GTSRB,0.5343862703643826,0.3946808510638298,0.22,0.258590657165479,0.4465079365079365,0.6097732997481108,0.08773816840811309
0.5,0.5,DTD,GTSRB,0.53326700659122,0.3904255319148936,0.22814814814814816,0.2532066508313539,0.4461904761904762,0.6092191435768262,0.08681622618315919
0.75,0.5,DTD,GTSRB,0.5306553911205074,0.38882978723404255,0.22925925925925925,0.24671417260490894,0.4452380952380952,0.6076574307304786,0.08608635525507068
1.0,0.5,DTD,GTSRB,0.5290386767814949,0.38776595744680853,0.22814814814814816,0.24275534441805224,0.44492063492063494,0.6075062972292191,0.08516441303011678
0.0,0.75,DTD,GTSRB,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.75,DTD,GTSRB,0.534510633005845,0.3941489361702128,0.22111111111111112,0.25748218527315914,0.44682539682539685,0.6095717884130982,0.08804548248309772
0.5,0.75,DTD,GTSRB,0.53376445715707,0.3920212765957447,0.22740740740740742,0.2517022961203484,0.4471428571428571,0.6089672544080604,0.08723878303626306
0.75,0.75,DTD,GTSRB,0.5318990175351325,0.3872340425531915,0.23074074074074075,0.24481393507521773,0.4465079365079365,0.6087153652392947,0.08658574062692072
1.0,0.75,DTD,GTSRB,0.5294117647058824,0.3882978723404255,0.23333333333333334,0.24045922406967538,0.446984126984127,0.6073047858942066,0.08581745543945912
0.0,1.0,DTD,GTSRB,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,1.0,DTD,GTSRB,0.5351324462131576,0.3946808510638298,0.21962962962962962,0.25795724465558195,0.44682539682539685,0.6094206549118388,0.08781499692685925
0.5,1.0,DTD,GTSRB,0.5333913692326825,0.39148936170212767,0.22740740740740742,0.25225653206650833,0.44761904761904764,0.6093198992443325,0.08696988322065151
0.75,1.0,DTD,GTSRB,0.5320233801765949,0.3893617021276596,0.23148148148148148,0.2452098178939034,0.44634920634920633,0.6079596977329975,0.08597111247695144
1.0,1.0,DTD,GTSRB,0.5294117647058824,0.38776595744680853,0.2311111111111111,0.2417260490894695,0.44666666666666666,0.6067506297229219,0.08535648432698217
0.0,0.25,DTD,RESISC45,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.25,DTD,RESISC45,0.5367491605521701,0.399468085106383,0.21888888888888888,0.26357878068091845,0.44746031746031745,0.6109319899244332,0.08892901044867856
0.5,0.25,DTD,RESISC45,0.5366247979107076,0.399468085106383,0.21962962962962962,0.26357878068091845,0.44746031746031745,0.610831234256927,0.08877535341118624
0.75,0.25,DTD,RESISC45,0.5368735231936327,0.39893617021276595,0.21962962962962962,0.2638163103721298,0.44761904761904764,0.6106801007556675,0.08862169637369391
1.0,0.25,DTD,RESISC45,0.5369978858350951,0.399468085106383,0.21925925925925926,0.26365795724465557,0.44746031746031745,0.6104785894206549,0.08850645359557467
0.0,0.5,DTD,RESISC45,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.5,DTD,RESISC45,0.5368735231936327,0.3984042553191489,0.22,0.261520190023753,0.44476190476190475,0.6081108312342569,0.08723878303626306
0.5,0.5,DTD,RESISC45,0.5346349956473075,0.3962765957446808,0.22111111111111112,0.2596199524940618,0.44365079365079363,0.6062468513853905,0.0858558696988322
0.75,0.5,DTD,RESISC45,0.5314015669692824,0.3882978723404255,0.22,0.257403008709422,0.44206349206349205,0.6038790931989925,0.08408881376767056
1.0,0.5,DTD,RESISC45,0.5297848526302699,0.3829787234042553,0.21925925925925926,0.2557403008709422,0.44,0.5998992443324938,0.0827059004302397
0.0,0.75,DTD,RESISC45,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.75,DTD,RESISC45,0.5356298967790076,0.3962765957446808,0.22111111111111112,0.2607284243863816,0.44396825396825396,0.6085138539042821,0.08739244007375538
0.5,0.75,DTD,RESISC45,0.5326451933839075,0.3941489361702128,0.22185185185185186,0.2576405384006334,0.44317460317460317,0.606448362720403,0.08589428395820528
