scaling_factor,dataset:0,dataset:1,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
0.75,Cars,EuroSAT,0.6627285163536873,0.4164893617021276,0.7670370370370371,0.2874901029295328,0.4957142857142857,0.6284130982367758,0.0897357098955132
0.8,Cars,EuroSAT,0.665588857107325,0.4170212765957446,0.7762962962962963,0.2839271575613618,0.4922222222222222,0.6238790931989925,0.0866625691456668
0.8500000000000001,Cars,EuroSAT,0.6673299340878001,0.4186170212765957,0.7785185185185185,0.2769596199524941,0.4876190476190476,0.6196473551637279,0.083358942839582
0.9,Cars,EuroSAT,0.6685735605024251,0.4186170212765957,0.7751851851851852,0.268646080760095,0.4812698412698413,0.613198992443325,0.0801321450522433
0.95,Cars,EuroSAT,0.6684491978609626,0.4186170212765957,0.7703703703703704,0.2593824228028503,0.4749206349206349,0.6072544080604534,0.0772510755992624
1.0,Cars,EuroSAT,0.6644695933341624,0.4170212765957446,0.7514814814814815,0.2468725257323832,0.4604761904761905,0.6003022670025189,0.0741779348494161
0.0,Cars,GTSRB,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,Cars,GTSRB,0.5407287650789703,0.4031914893617021,0.2185185185185185,0.2716547901821061,0.4493650793650793,0.6105793450881613,0.0903119237861094
0.1,Cars,GTSRB,0.5469468971520955,0.4026595744680851,0.2196296296296296,0.2827395091053048,0.4509523809523809,0.611536523929471,0.0916948371235402
0.15,Cars,GTSRB,0.5530406665837583,0.4031914893617021,0.224074074074074,0.2973079968329374,0.4539682539682539,0.6136020151133501,0.0939228641671788
0.2,Cars,GTSRB,0.5595075239398085,0.4047872340425532,0.2237037037037037,0.3163895486935867,0.4596825396825397,0.6151133501259446,0.0961893054701905
0.25,Cars,GTSRB,0.5703270737470464,0.4058510638297872,0.2229629629629629,0.3365795724465558,0.4638095238095238,0.6166246851385391,0.1001075599262446
0.3,Cars,GTSRB,0.5790324586494218,0.4069148936170212,0.2203703703703703,0.3575613618368963,0.4704761904761905,0.6178841309823677,0.1039874001229256
0.35,Cars,GTSRB,0.589230195249347,0.4111702127659574,0.2196296296296296,0.3788598574821852,0.476031746031746,0.6198992443324937,0.1098647818070067
0.4,Cars,GTSRB,0.598059942793185,0.4132978723404255,0.2177777777777777,0.4049881235154394,0.4834920634920635,0.6214105793450881,0.1159342347879532
0.45,Cars,GTSRB,0.6065166024126353,0.4122340425531915,0.217037037037037,0.4346001583531275,0.489047619047619,0.621712846347607,0.1243085433312845
0.5,Cars,GTSRB,0.6194503171247357,0.4132978723404255,0.22,0.4701504354711006,0.4939682539682539,0.6231234256926952,0.1346803933620159
0.55,Cars,GTSRB,0.626414625046636,0.4143617021276595,0.2222222222222222,0.5075217735550277,0.5001587301587301,0.6245340050377833,0.1465503995082974
0.6000000000000001,Cars,GTSRB,0.6364879990050989,0.4154255319148936,0.23,0.5471892319873317,0.5015873015873016,0.6234256926952141,0.1586508912108174
0.65,Cars,GTSRB,0.6425817684367616,0.4122340425531915,0.2374074074074074,0.5846397466349961,0.5061904761904762,0.6233753148614609,0.1687922556853104
0.7000000000000001,Cars,GTSRB,0.6474319114537993,0.4122340425531915,0.2429629629629629,0.623040380047506,0.5046031746031746,0.620654911838791,0.1784726490473263
0.75,Cars,GTSRB,0.6519089665464495,0.4132978723404255,0.2444444444444444,0.6543151227236738,0.5014285714285714,0.6173299748110831,0.1850414874001229
0.8,Cars,GTSRB,0.6556398457903246,0.4122340425531915,0.2407407407407407,0.6767220902612826,0.5003174603174603,0.613904282115869,0.1832360172095882
0.8500000000000001,Cars,GTSRB,0.6570078348464121,0.4069148936170212,0.2407407407407407,0.6936658749010293,0.4961904761904762,0.6099244332493703,0.1798555623847572
0.9,Cars,GTSRB,0.6556398457903246,0.4042553191489361,0.2485185185185185,0.7045130641330166,0.4911111111111111,0.6042317380352645,0.173478795328826
0.95,Cars,GTSRB,0.6547693073000871,0.3989361702127659,0.2448148148148148,0.7086302454473475,0.483015873015873,0.5959193954659949,0.1651044867854947
1.0,Cars,GTSRB,0.6489242631513493,0.3952127659574468,0.2259259259259259,0.7022961203483769,0.4717460317460317,0.5866498740554156,0.1568070067609096
0.0,Cars,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,Cars,RESISC45,0.5408531277204328,0.400531914893617,0.2207407407407407,0.2645288994457641,0.4550793650793651,0.6116372795969773,0.0897741241548863
0.1,Cars,RESISC45,0.5466981718691705,0.4031914893617021,0.2237037037037037,0.2647664291369754,0.4644444444444444,0.6133501259445844,0.0907344806392132
0.15,Cars,RESISC45,0.5532893918666832,0.4063829787234042,0.2296296296296296,0.2654790182106096,0.4811111111111111,0.6150125944584383,0.0917332513829133
0.2,Cars,RESISC45,0.561372963561746,0.4074468085106383,0.2403703703703703,0.2665874901029295,0.4976190476190476,0.6180352644836272,0.0930009219422249
0.25,Cars,RESISC45,0.5710732495958214,0.4127659574468085,0.2529629629629629,0.2664291369754553,0.518095238095238,0.6202518891687657,0.0947679778733866
0.3,Cars,RESISC45,0.5821415246859843,0.4159574468085106,0.2666666666666666,0.2661124307205067,0.5406349206349207,0.6234760705289673,0.0962277197295636
0.35,Cars,RESISC45,0.5928367118517597,0.4170212765957446,0.2766666666666666,0.266270783847981,0.57,0.6263476070528967,0.0984173325138291
0.4,Cars,RESISC45,0.6012933714712101,0.4180851063829787,0.2844444444444444,0.2645288994457641,0.5953968253968254,0.6290680100755668,0.1004148740012292
0.45,Cars,RESISC45,0.612112921278448,0.4212765957446808,0.3014814814814814,0.2624703087885985,0.6250793650793651,0.6298740554156171,0.1029886293792255
0.5,Cars,RESISC45,0.6220619325954483,0.4212765957446808,0.3133333333333333,0.2620744259699129,0.6495238095238095,0.631183879093199,0.1049477566072526
0.55,Cars,RESISC45,0.6306429548563611,0.4170212765957446,0.3262962962962963,0.2602533650039588,0.6736507936507936,0.6307808564231738,0.1077135832821143
0.6000000000000001,Cars,RESISC45,0.6395970650416615,0.4154255319148936,0.3359259259259259,0.2585114806017419,0.696031746031746,0.6271032745591939,0.1103257529194837
0.65,Cars,RESISC45,0.6451933839074742,0.4196808510638298,0.3374074074074074,0.2585114806017419,0.7174603174603175,0.6210579345088161,0.1117086662569145
0.7000000000000001,Cars,RESISC45,0.650789702773287,0.4175531914893617,0.3366666666666666,0.2589865399841647,0.7380952380952381,0.6147103274559194,0.1126306084818684
0.75,Cars,RESISC45,0.6565103842805621,0.4122340425531915,0.3285185185185185,0.2593032462391132,0.7507936507936508,0.6058942065491184,0.1130147510755992
0.8,Cars,RESISC45,0.6603656261658998,0.4111702127659574,0.3207407407407407,0.2564528899445764,0.7590476190476191,0.5952644836272041,0.1119775660725261
0.8500000000000001,Cars,RESISC45,0.6598681756000497,0.4079787234042553,0.3155555555555555,0.2510688836104513,0.7566666666666667,0.58272040302267,0.1099416103257529
0.9,Cars,RESISC45,0.6578783733366497,0.399468085106383,0.3162962962962963,0.2438638163103721,0.7403174603174603,0.5721914357682619,0.1072141979102642
0.95,Cars,RESISC45,0.6516602412635244,0.3914893617021276,0.3033333333333333,0.2352335708630245,0.7141269841269842,0.5590931989924434,0.1039105716041794
1.0,Cars,RESISC45,0.6357418231563239,0.3744680851063829,0.2907407407407407,0.2275534441805225,0.670952380952381,0.5397481108312343,0.1004532882606023
0.0,Cars,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,Cars,SUN397,0.5412262156448203,0.4021276595744681,0.2192592592592592,0.2651623119556611,0.4509523809523809,0.6124433249370277,0.0895436385986478
0.1,Cars,SUN397,0.5479417982837955,0.4026595744680851,0.2222222222222222,0.2663499604117181,0.4542857142857143,0.6158186397984886,0.0903887523048555
0.15,Cars,SUN397,0.5568959084690959,0.4047872340425532,0.2229629629629629,0.2673792557403008,0.4603174603174603,0.6205037783375315,0.0913491087891825
0.2,Cars,SUN397,0.5649794801641587,0.4053191489361702,0.2262962962962963,0.2688836104513064,0.4661904761904762,0.6253904282115869,0.0925015365703749
0.25,Cars,SUN397,0.5772913816689467,0.4090425531914893,0.2255555555555555,0.272209026128266,0.4741269841269841,0.6322418136020151,0.0938460356484327
0.3,Cars,SUN397,0.5871160303444846,0.4154255319148936,0.2314814814814814,0.2756136183689628,0.4801587301587302,0.6391435768261965,0.0956899200983405
0.35,Cars,SUN397,0.5985573933590349,0.4164893617021276,0.2307407407407407,0.2774346793349169,0.4884126984126984,0.6451385390428211,0.0978027043638598
0.4,Cars,SUN397,0.612112921278448,0.4202127659574468,0.2325925925925926,0.2778305621536025,0.4982539682539682,0.651536523929471,0.0997234173325138
0.45,Cars,SUN397,0.6243004601417734,0.4244680851063829,0.2433333333333333,0.2783056215360253,0.5058730158730159,0.6581863979848867,0.1029886293792255
0.5,Cars,SUN397,0.6326327571197612,0.4244680851063829,0.2711111111111111,0.2790182106096595,0.5111111111111111,0.6624685138539043,0.106599569760295
0.55,Cars,SUN397,0.6425817684367616,0.4228723404255319,0.2848148148148148,0.2799683293745051,0.5153968253968254,0.6652392947103275,0.1097495390288875
0.6000000000000001,Cars,SUN397,0.6474319114537993,0.4164893617021276,0.2959259259259259,0.2784639746634996,0.518095238095238,0.6664987405541561,0.1128226797787338
0.65,Cars,SUN397,0.655266757865937,0.4223404255319149,0.3074074074074074,0.2772763262074426,0.5212698412698412,0.6663476070528968,0.1161647203441917
0.7000000000000001,Cars,SUN397,0.6622310657878373,0.425531914893617,0.3048148148148148,0.2764845605700712,0.5247619047619048,0.6653400503778337,0.1189305470190534
0.75,Cars,SUN397,0.66782738465365,0.4228723404255319,0.3092592592592592,0.2764845605700712,0.5220634920634921,0.6644836272040302,0.1208896742470805
0.8,Cars,SUN397,0.6746673299340878,0.425531914893617,0.3062962962962963,0.2749010292953285,0.5217460317460317,0.6619647355163728,0.1210817455439459
0.8500000000000001,Cars,SUN397,0.6718069891804502,0.4234042553191489,0.2981481481481481,0.2734758511480601,0.5182539682539683,0.6574307304785895,0.1207744314689612
0.9,Cars,SUN397,0.6728018903121502,0.4196808510638298,0.2933333333333333,0.2708630245447347,0.5122222222222222,0.6516876574307304,0.1196604179471419
0.95,Cars,SUN397,0.6709364506902127,0.4186170212765957,0.2918518518518518,0.2687252573238321,0.5052380952380953,0.6451385390428211,0.1180086047940995
1.0,Cars,SUN397,0.6633503295609999,0.4170212765957446,0.2803703703703704,0.2669833729216152,0.4914285714285714,0.6390428211586902,0.1147433927473878
0.0,Cars,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,Cars,SVHN,0.5399825892301953,0.400531914893617,0.22,0.2653206650831354,0.4487301587301587,0.6107808564231738,0.0922326367547633
0.1,Cars,SVHN,0.5476930730008706,0.4015957446808511,0.2188888888888888,0.2672209026128266,0.4506349206349206,0.6119395465994962,0.0966502765826674
0.15,Cars,SVHN,0.5544086556398458,0.4015957446808511,0.2196296296296296,0.2711797307996832,0.4519047619047619,0.6124937027707809,0.1041410571604179
0.2,Cars,SVHN,0.5611242382788211,0.400531914893617,0.2222222222222222,0.273396674584323,0.4541269841269841,0.6142569269521411,0.1148202212661339
0.25,Cars,SVHN,0.5689590846909588,0.4037234042553191,0.2274074074074074,0.2769596199524941,0.4595238095238095,0.6155667506297229,0.1292255685310387
0.3,Cars,SVHN,0.5760477552543216,0.4069148936170212,0.2311111111111111,0.2812351543942993,0.4652380952380952,0.6164735516372796,0.1527350952673632
0.35,Cars,SVHN,0.586991667703022,0.4074468085106383,0.2318518518518518,0.2838479809976247,0.4703174603174603,0.6175314861460958,0.1876536570374923
0.4,Cars,SVHN,0.5985573933590349,0.4095744680851064,0.2411111111111111,0.2874901029295328,0.4750793650793651,0.6200503778337532,0.2397433927473878
0.45,Cars,SVHN,0.6098743937321228,0.4122340425531915,0.2437037037037037,0.2908946951702296,0.4795238095238095,0.6213098236775819,0.3321681007990166
0.5,Cars,SVHN,0.6190772292003482,0.4164893617021276,0.2437037037037037,0.2933491686460807,0.485079365079365,0.6219143576826196,0.4678088506453595
0.55,Cars,SVHN,0.628901877875886,0.4159574468085106,0.2492592592592592,0.2972288202692003,0.4911111111111111,0.6215617128463476,0.5982636754763369
0.6000000000000001,Cars,SVHN,0.638477801268499,0.4159574468085106,0.2485185185185185,0.2990498812351544,0.4939682539682539,0.6215113350125945,0.6864628149969269
0.65,Cars,SVHN,0.6475562740952617,0.4164893617021276,0.2411111111111111,0.3007917656373713,0.4966666666666666,0.62,0.7392055931161647
0.7000000000000001,Cars,SVHN,0.6531525929610745,0.4148936170212766,0.2374074074074074,0.3029295328582739,0.4992063492063492,0.6164735516372796,0.7782344806392133
0.75,Cars,SVHN,0.6587489118268872,0.4117021276595745,0.2259259259259259,0.3044338875692794,0.4993650793650793,0.6120906801007556,0.8091963736939152
0.8,Cars,SVHN,0.6621067031463749,0.4063829787234042,0.2044444444444444,0.3007917656373713,0.4982539682539682,0.6063979848866499,0.8289028887523049
0.8500000000000001,Cars,SVHN,0.6634746922024624,0.4037234042553191,0.1844444444444444,0.2967537608867775,0.4939682539682539,0.5971284634760705,0.839620467117394
0.9,Cars,SVHN,0.6624797910707624,0.3989361702127659,0.1685185185185185,0.2916864608076009,0.4869841269841269,0.5892695214105793,0.8379302397049785
0.95,Cars,SVHN,0.6596194503171248,0.3957446808510638,0.1559259259259259,0.2856690419635788,0.4733333333333333,0.5757178841309823,0.8232944068838353
1.0,Cars,SVHN,0.6512871533391369,0.3888297872340425,0.1477777777777777,0.2809976247030878,0.4571428571428571,0.5598488664987405,0.8010141364474493
0.0,DTD,EuroSAT,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,DTD,EuroSAT,0.5374953364009452,0.4042553191489361,0.2296296296296296,0.2653206650831354,0.4506349206349206,0.6117380352644837,0.0890826674861708
0.1,DTD,EuroSAT,0.5384902375326452,0.4111702127659574,0.2459259259259259,0.268646080760095,0.4557142857142857,0.613198992443325,0.0892747387830362
0.15,DTD,EuroSAT,0.5402313145131202,0.4148936170212766,0.2685185185185185,0.2731591448931116,0.4595238095238095,0.6143073047858942,0.0893131530424093
0.2,DTD,EuroSAT,0.5429672926252953,0.425,0.2992592592592593,0.2779889152810768,0.466031746031746,0.6159697732997481,0.0893899815611555
0.25,DTD,EuroSAT,0.5433403805496829,0.4404255319148936,0.3611111111111111,0.2807600950118765,0.4744444444444444,0.6181360201511334,0.0895820528580209
0.3,DTD,EuroSAT,0.5444596443228454,0.45,0.4311111111111111,0.2847189231987331,0.4785714285714286,0.6198992443324937,0.0894668100799016
0.35,DTD,EuroSAT,0.545578908096008,0.4606382978723404,0.4707407407407407,0.289944576405384,0.4844444444444444,0.6198488664987406,0.0894283958205285
0.4,DTD,EuroSAT,0.5459519960203955,0.4728723404255319,0.5114814814814815,0.2917656373713381,0.4871428571428571,0.6213098236775819,0.0894668100799016
0.45,DTD,EuroSAT,0.5464494465862455,0.4882978723404255,0.5559259259259259,0.2958036421219319,0.4861904761904762,0.6190428211586901,0.089658881376767
0.5,DTD,EuroSAT,0.547071259793558,0.5,0.6040740740740741,0.2950910530482977,0.4857142857142857,0.6179345088161209,0.0895052243392747
0.55,DTD,EuroSAT,0.5440865563984579,0.5069148936170212,0.6485185185185185,0.2954077593032462,0.4831746031746032,0.6119395465994962,0.0885832821143208
0.6000000000000001,DTD,EuroSAT,0.5403556771545828,0.5186170212765957,0.6962962962962963,0.2936658749010293,0.4858730158730158,0.6044836272040303,0.086739397664413
0.65,DTD,EuroSAT,0.5351324462131576,0.5281914893617021,0.7285185185185186,0.2904196357878068,0.4838095238095238,0.5947103274559193,0.0853948985863552
0.7000000000000001,DTD,EuroSAT,0.5289143141400323,0.5335106382978724,0.7429629629629629,0.2881235154394299,0.4780952380952381,0.5839294710327456,0.082859557467732
0.75,DTD,EuroSAT,0.5203332918791195,0.5313829787234042,0.7348148148148148,0.2852731591448931,0.4709523809523809,0.5692695214105793,0.0800553165334972
0.8,DTD,EuroSAT,0.5111304564108942,0.5303191489361702,0.7066666666666667,0.2830562153602534,0.4580952380952381,0.5508816120906801,0.0772126613398893
0.8500000000000001,DTD,EuroSAT,0.4975749284914811,0.5308510638297872,0.6433333333333333,0.2773555027711797,0.4444444444444444,0.5313350125944585,0.0745236631837738
0.9,DTD,EuroSAT,0.4847655764208431,0.526595744680851,0.5751851851851851,0.2684085510688836,0.4255555555555556,0.5085642317380352,0.0724492931776275
0.95,DTD,EuroSAT,0.4644944658624549,0.5186170212765957,0.5266666666666666,0.2571654790182106,0.4042857142857143,0.4879093198992443,0.0708358942839582
1.0,DTD,EuroSAT,0.4429797288894416,0.5090425531914894,0.4833333333333333,0.2452098178939034,0.3771428571428571,0.4661460957178841,0.0698755377996312
0.0,DTD,GTSRB,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,DTD,GTSRB,0.5371222484765577,0.4026595744680851,0.217037037037037,0.2716547901821061,0.4496825396825397,0.6110831234256927,0.0904655808236017
0.1,DTD,GTSRB,0.5372466111180202,0.4101063829787234,0.2174074074074074,0.2850356294536817,0.4519047619047619,0.6127959697732998,0.0921942224953902
0.15,DTD,GTSRB,0.5386146001741077,0.4175531914893617,0.2148148148148148,0.3036421219319081,0.4565079365079365,0.612544080604534,0.0943070067609096
0.2,DTD,GTSRB,0.5403556771545828,0.4276595744680851,0.2114814814814815,0.3273950910530483,0.463015873015873,0.6143073047858942,0.0977642901044867
0.25,DTD,GTSRB,0.5401069518716578,0.4414893617021276,0.2111111111111111,0.35027711797308,0.4676190476190476,0.6164735516372796,0.1025276582667486
0.3,DTD,GTSRB,0.5409774903618952,0.4489361702127659,0.2085185185185185,0.3745051464766429,0.4752380952380952,0.6185894206549118,0.1075215119852489
0.35,DTD,GTSRB,0.5407287650789703,0.4627659574468085,0.2081481481481481,0.4036421219319082,0.4849206349206349,0.6196977329974811,0.114858635525507
0.4,DTD,GTSRB,0.5394851386643452,0.4734042553191489,0.214074074074074,0.4360253365003959,0.4919047619047619,0.6183375314861461,0.1238859864781807
0.45,DTD,GTSRB,0.5373709737594826,0.4920212765957447,0.2225925925925926,0.4707046714172604,0.5,0.6166246851385391,0.1361017209588199
0.5,DTD,GTSRB,0.5346349956473075,0.5074468085106383,0.2285185185185185,0.503562945368171,0.5071428571428571,0.6114861460957178,0.1501229256299938
0.55,DTD,GTSRB,0.5310284790448949,0.5143617021276595,0.2318518518518518,0.536104513064133,0.5092063492063492,0.6034760705289672,0.1647203441917639
0.6000000000000001,DTD,GTSRB,0.5243128964059197,0.5218085106382979,0.2325925925925926,0.5673000791765638,0.5117460317460317,0.5948110831234257,0.1849646588813767
0.65,DTD,GTSRB,0.5156075115035443,0.5255319148936171,0.2355555555555555,0.5939825811559778,0.5095238095238095,0.5820151133501259,0.2019821757836508
0.7000000000000001,DTD,GTSRB,0.5042905111304564,0.5223404255319148,0.2333333333333333,0.6193190815518607,0.5050793650793651,0.5668513853904282,0.2110095267363245
0.75,DTD,GTSRB,0.493097873398831,0.5223404255319148,0.2192592592592592,0.63784639746635,0.4915873015873016,0.5504785894206549,0.2101644130301168
0.8,DTD,GTSRB,0.4769307300087054,0.5186170212765957,0.207037037037037,0.6501187648456057,0.4704761904761905,0.5297732997481108,0.2012907191149354
0.8500000000000001,DTD,GTSRB,0.4562865315259296,0.5058510638297873,0.184074074074074,0.6516231195566112,0.4426984126984127,0.5106297229219143,0.1903042409342348
0.9,DTD,GTSRB,0.4330307175724412,0.4898936170212766,0.1662962962962963,0.6379255740300871,0.419047619047619,0.4873551637279597,0.1807006760909649
0.95,DTD,GTSRB,0.4092774530531028,0.4728723404255319,0.1485185185185185,0.6178939034045923,0.3865079365079365,0.4631738035264484,0.1728257529194837
1.0,DTD,GTSRB,0.386892177589852,0.4446808510638297,0.1385185185185185,0.589311163895487,0.3549206349206349,0.4394458438287154,0.1695605408727719
0.0,DTD,RESISC45,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,DTD,RESISC45,0.5371222484765577,0.4047872340425532,0.2211111111111111,0.2644497228820269,0.456031746031746,0.6117884130982367,0.0899277811923786
0.1,DTD,RESISC45,0.5387389628155702,0.4127659574468085,0.2244444444444444,0.2664291369754553,0.4692063492063492,0.6140050377833753,0.091118623232944
0.15,DTD,RESISC45,0.5412262156448203,0.4196808510638298,0.2303703703703703,0.2672209026128266,0.4852380952380952,0.6170780856423174,0.0920405654578979
0.2,DTD,RESISC45,0.5424698420594454,0.4319148936170213,0.2422222222222222,0.2695170229612035,0.508095238095238,0.6199496221662468,0.0939612784265519
0.25,DTD,RESISC45,0.5450814575301579,0.4489361702127659,0.2548148148148148,0.2724465558194774,0.5346031746031746,0.6231738035264484,0.0957283343577135
0.3,DTD,RESISC45,0.5457032707374705,0.4558510638297872,0.2644444444444444,0.2724465558194774,0.5633333333333334,0.6248362720403022,0.0981100184388445
0.35,DTD,RESISC45,0.5442109190399204,0.4728723404255319,0.2759259259259259,0.2718923198733175,0.5942857142857143,0.6253400503778338,0.1002612169637369
0.4,DTD,RESISC45,0.5402313145131202,0.4888297872340426,0.2844444444444444,0.2724465558194774,0.6234920634920635,0.6242317380352644,0.102719729563614
0.45,DTD,RESISC45,0.5356298967790076,0.5015957446808511,0.2814814814814815,0.2768012668250198,0.6493650793650794,0.6219647355163728,0.105639213275968
0.5,DTD,RESISC45,0.5323964681009825,0.5031914893617021,0.2785185185185185,0.2809976247030878,0.6730158730158731,0.617984886649874,0.1092501536570375
0.55,DTD,RESISC45,0.5250590722546947,0.5106382978723404,0.2751851851851852,0.286381631037213,0.6961904761904761,0.6095214105793451,0.1120159803318992
