scaling_factor,dataset:0,dataset:1,dataset:2,dataset:3,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
0.95,Cars,DTD,GTSRB,SUN397,0.2411391617957965,0.3111702127659574,0.0937037037037037,0.9331749802058592,0.0557142857142857,0.107808564231738,0.2143899815611555
1.0,Cars,DTD,GTSRB,SUN397,0.173734610123119,0.2734042553191489,0.0966666666666666,0.9182106096595408,0.0441269841269841,0.0681108312342569,0.1964505224339274
0.0,Cars,DTD,GTSRB,SVHN,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,Cars,DTD,GTSRB,SVHN,0.5789080960079592,0.4404255319148936,0.2674074074074074,0.3338875692794932,0.4792063492063492,0.6207556675062972,0.156000307314075
0.1,Cars,DTD,GTSRB,SVHN,0.6163412510881731,0.4702127659574468,0.3092592592592592,0.3975455265241489,0.4973015873015873,0.6283627204030227,0.3085817455439459
0.15,Cars,DTD,GTSRB,SVHN,0.6502922522074369,0.4962765957446808,0.3296296296296296,0.4821060965954077,0.5055555555555555,0.6296725440806046,0.5474416103257529
0.2,Cars,DTD,GTSRB,SVHN,0.6775276706877255,0.5292553191489362,0.3488888888888889,0.5824228028503563,0.5015873015873016,0.6287657430730479,0.7224569760295021
0.25,Cars,DTD,GTSRB,SVHN,0.7040169133192389,0.55,0.3614814814814814,0.6823436262866192,0.4912698412698412,0.6246347607052897,0.8259449907805777
0.3,Cars,DTD,GTSRB,SVHN,0.7245367491605522,0.5680851063829787,0.3425925925925926,0.759778305621536,0.4742857142857143,0.6147607052896725,0.8911339889366933
0.35,Cars,DTD,GTSRB,SVHN,0.7375948265141151,0.5835106382978723,0.3129629629629629,0.8217735550277118,0.4476190476190476,0.6029722921914358,0.9275891210817456
0.4,Cars,DTD,GTSRB,SVHN,0.7405795299092153,0.5792553191489361,0.2848148148148148,0.8681710213776722,0.4185714285714286,0.5827707808564232,0.945759065765212
0.45,Cars,DTD,GTSRB,SVHN,0.7420718816067653,0.5696808510638298,0.2537037037037037,0.9000791765637371,0.3803174603174603,0.5563224181360201,0.954440688383528
0.5,Cars,DTD,GTSRB,SVHN,0.7332421340629275,0.5441489361702128,0.2303703703703703,0.9205859065716548,0.3380952380952381,0.523727959697733,0.9580516287645974
0.55,Cars,DTD,GTSRB,SVHN,0.7171993533142644,0.5047872340425532,0.2129629629629629,0.930166270783848,0.2903174603174603,0.4793450881612091,0.9594345421020284
0.6000000000000001,Cars,DTD,GTSRB,SVHN,0.6974256933217261,0.4654255319148936,0.2018518518518518,0.9311955661124308,0.2373015873015873,0.427455919395466,0.9601644130301168
0.65,Cars,DTD,GTSRB,SVHN,0.6699415495585126,0.4207446808510638,0.1981481481481481,0.9302454473475852,0.1961904761904762,0.3729974811083123,0.959780270436386
0.7000000000000001,Cars,DTD,GTSRB,SVHN,0.6292749658002736,0.376063829787234,0.2003703703703703,0.9276326207442596,0.1568253968253968,0.3112846347607053,0.958282114320836
0.75,Cars,DTD,GTSRB,SVHN,0.573187414500684,0.3388297872340425,0.2,0.9196357878068092,0.1231746031746031,0.2475062972292191,0.9550937307928704
0.8,Cars,DTD,GTSRB,SVHN,0.5118766322596692,0.3074468085106383,0.1955555555555555,0.9087094220110848,0.0996825396825396,0.1904282115869017,0.9521358328211432
0.8500000000000001,Cars,DTD,GTSRB,SVHN,0.4346474319114538,0.2803191489361702,0.1937037037037037,0.8967537608867775,0.0792063492063492,0.1429219143576826,0.9479870928088506
0.9,Cars,DTD,GTSRB,SVHN,0.3512000994901131,0.2547872340425532,0.1914814814814814,0.8787015043547111,0.0631746031746031,0.1059949622166246,0.9430700676090964
0.95,Cars,DTD,GTSRB,SVHN,0.2652655142395224,0.2308510638297872,0.1903703703703703,0.8543151227236738,0.0484126984126984,0.0764735516372795,0.9357713583282116
1.0,Cars,DTD,GTSRB,SVHN,0.1922646437010322,0.2101063829787234,0.187037037037037,0.82486144101346,0.0446031746031746,0.0562216624685138,0.9260909649661956
0.0,Cars,DTD,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.2185185185185185,0.2635787806809184,0.4479365079365079,0.6108816120906801,0.0890826674861708
0.05,Cars,DTD,RESISC45,SUN397,0.5840069643079219,0.4446808510638297,0.2833333333333333,0.2755344418052256,0.5403174603174603,0.6406045340050378,0.0957283343577135
0.1,Cars,DTD,RESISC45,SUN397,0.6229324710856858,0.475531914893617,0.3555555555555555,0.2812351543942993,0.623968253968254,0.6629219143576827,0.1022971727105101
0.15,Cars,DTD,RESISC45,SUN397,0.6583758239024997,0.5042553191489362,0.4137037037037037,0.2879651623119557,0.692063492063492,0.6813098236775819,0.1105946527350952
0.2,Cars,DTD,RESISC45,SUN397,0.6841188906852381,0.5345744680851063,0.4618518518518518,0.2874109263657957,0.7458730158730159,0.6926952141057935,0.1204671173939766
0.25,Cars,DTD,RESISC45,SUN397,0.6989180450192762,0.5659574468085107,0.4755555555555555,0.288202692003167,0.7944444444444444,0.7018136020151133,0.130339582052858
0.3,Cars,DTD,RESISC45,SUN397,0.7196866061435145,0.576063829787234,0.494074074074074,0.2898653998416469,0.8425396825396826,0.7098740554156171,0.1389443761524277
0.35,Cars,DTD,RESISC45,SUN397,0.7312523317995274,0.5952127659574468,0.5066666666666667,0.2910530482977039,0.8742857142857143,0.7117380352644836,0.1476259987707437
0.4,Cars,DTD,RESISC45,SUN397,0.7398333540604403,0.6026595744680852,0.5107407407407407,0.2916864608076009,0.8907936507936508,0.7104785894206549,0.15019975414874
0.45,Cars,DTD,RESISC45,SUN397,0.7429424200970028,0.6117021276595744,0.4977777777777777,0.288202692003167,0.9001587301587302,0.7042317380352645,0.1515442532267978
0.5,Cars,DTD,RESISC45,SUN397,0.7379679144385026,0.6186170212765958,0.4822222222222222,0.2828978622327791,0.9025396825396824,0.6946095717884131,0.1468961278426551
