dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,dataset:6,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.574182315632384,0.43457446808510636,0.3496296296296296,0.31536025336500395,0.5244444444444445,0.6316876574307305,0.14662722802704364
