dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,dataset:5,dataset:6,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN,0.6223106578783734,0.4409574468085106,0.6181481481481481,0.45859065716547903,0.6042857142857143,0.5948110831234257,0.6175092194222496
