scaling_factor,k,dataset:0,dataset:1,dataset:2,dataset:3,dataset:4,Cars,DTD,EuroSAT,GTSRB,RESISC45,SUN397,SVHN
0.0,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5466981718691705,0.41702127659574467,0.2577777777777778,0.2726049089469517,0.48142857142857143,0.6204030226700252,0.09211739397664413
0.5,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5592587986568834,0.44840425531914896,0.37407407407407406,0.2824228028503563,0.542063492063492,0.6357178841309824,0.09730331899200984
0.75,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5689590846909588,0.48351063829787233,0.4666666666666667,0.29081551860649246,0.5946031746031746,0.6407556675062972,0.1053318992009834
1.0,0.5,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5675910956348713,0.4957446808510638,0.5011111111111111,0.289944576405384,0.6147619047619047,0.6293198992443325,0.1088660110633067
0.0,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.546822534510633,0.4148936170212766,0.25962962962962965,0.269833729216152,0.47873015873015873,0.6194458438287154,0.09154118008604795
0.5,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5609998756373585,0.44148936170212766,0.3622222222222222,0.2766429136975455,0.5328571428571428,0.633904282115869,0.09595881991395205
0.75,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.573187414500684,0.47074468085106386,0.4740740740740741,0.2823436262866192,0.5942857142857143,0.6418136020151134,0.10210510141364475
1.0,0.75,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5780375575177217,0.4856382978723404,0.5274074074074074,0.27973079968329373,0.6295238095238095,0.6344080604534005,0.10494775660725261
0.0,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.546076358661858,0.4127659574468085,0.24925925925925926,0.2678543151227237,0.4731746031746032,0.6176826196473552,0.09119545175169022
0.5,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5585126228081084,0.43617021276595747,0.3211111111111111,0.27410926365795724,0.5196825396825396,0.630831234256927,0.09472956361401352
0.75,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5680885462007214,0.4595744680851064,0.44592592592592595,0.2773555027711797,0.5731746031746032,0.6403022670025189,0.09933927473878304
1.0,1.0,Cars,DTD,EuroSAT,RESISC45,SUN397,0.5749284914811591,0.48351063829787233,0.5051851851851852,0.2803642121931908,0.6176190476190476,0.6406045340050378,0.10517824216349109
0.0,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
0.25,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5398582265887327,0.4106382978723404,0.22962962962962963,0.2707046714172605,0.4633333333333333,0.6137027707808564,0.09246312231100184
0.5,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5438378311155329,0.43563829787234043,0.2611111111111111,0.2803642121931908,0.49682539682539684,0.6201007556675063,0.09956976029502151
0.75,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5368735231936327,0.4601063829787234,0.30148148148148146,0.29651623119556614,0.5334920634920635,0.6225188916876574,0.11182390903503381
1.0,0.25,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5241885337644572,0.475,0.3488888888888889,0.307680126682502,0.5757142857142857,0.616926952141058,0.13368162261831593
0.0,0.5,Cars,DTD,EuroSAT,RESISC45,SVHN,0.5365004352692451,0.400531914893617,0.21851851851851853,0.26357878068091845,0.4479365079365079,0.6108816120906801,0.08908266748617087
